Q0K793	H16_A3053
Q7WX50	PHG292
Q0JZ54	H16_B2188
Q7WX77	PHG265
Q0K2Z3	H16_B0839
Q0KDP4	H16_A0729
Q0K9T8	H16_A2136
Q0KAX7	H16_A1720
Q0K1S7	H16_B1257
Q0K3L5	H16_B0612
Q0JZD3	H16_B2109
Q0KCN4	H16_A1096
Q0K2X2	H16_B0860
Q0K312	H16_B0820
Q0K431	H16_B0446
Q0K665	H16_A3438
Q0K9Q9	H16_A2165
Q0KCK2	H16_A1128
Q0K7N4	H16_A2911
Q0K052	H16_B1840
Q0K3L6	H16_B0611
Q0KE91	H16_A0530
Q0KCA1	H16_A1230
Q7WX03	PHG339
Q0K854	H16_A2738
Q0KDY6	H16_A0637
Q0K6U1	H16_A3205
Q0KDX7	H16_A0646
Q0JY81	H16_B2511
Q0KA89	H16_A1981
Q0K031	H16_B1861
Q0JZZ6	H16_B1896
Q0K4F8	H16_B0316
Q0KAM9	H16_A1839
Q0JYY2	H16_B2260
Q0K018	H16_B1874
Q0JZ99	H16_B2143
Q0K2M1	H16_B0962
Q0K4C7	H16_B0347
Q0KC56	H16_A1275
Q0KEH8	H16_A0443
Q0K1P4	H16_B1290
Q0K9Q2	H16_A2172
Q0JYF0	H16_B2442
Q0K7B7	H16_A3029
Q0K1H8	H16_B1357
Q0K6K4	H16_A3293
Q0K0H1	H16_B1718
Q0KAE5	H16_A1925
Q0JYT4	H16_B2308
Q0KD24	H16_A0952
Q0K1K1	H16_B1333
Q0KF24	H16_A0245
Q7WXK1	PHG123
Q0K288	H16_B1095
Q0K3V0	H16_B0527
Q0JYS7	H16_B2315
Q0JYD0	H16_B2462
Q0K1J4	H16_B1340
Q0K1I0	H16_B1355
Q0K2A7	H16_B1076
Q0KB86	H16_A1603
Q0KDK8	H16_A0766
Q0KF83	H16_A0186
Q0K0T3	H16_B1606
Q0KBI7	H16_A1502
Q0JZD7	H16_B2105
Q0K7G8	H16_A2977
Q0K6I5	H16_A3317
Q0K830	H16_A2762
Q0K7U2	H16_A2852
Q0JZ82	H16_B2160
Q0K389	H16_B0738
Q0KEK8	H16_A0413
Q0JZ96	H16_B2146
Q0KAT7	H16_A1771
Q0JZP2	H16_B2000
Q0K8Q3	H16_A2531
Q0KAW5	H16_A1732
Q0K837	H16_A2755
Q0KC67	H16_A1264
Q0K0J7	H16_B1692
Q0KEW5	H16_A0305
Q0K8B8	H16_A2673
Q0KDG9	H16_A0805
Q7WXR9	PHG049
Q0K088	H16_B1804
Q0JZG5	H16_B2077
Q0JYN8	H16_B2354
Q0K777	H16_A3069
Q0K814	H16_A2778
Q0K6L8	H16_A3279
Q0K687	H16_A3416
Q0JYN5	H16_B2357
Q0K6W1	H16_A3185
Q0KDC8	H16_A0846
Q0K107	H16_B1530
Q0KAC5	H16_A1945
Q0K5K4	H16_A3660
Q0KEY4	H16_A0286
Q0K381	H16_B0746
Q0JZ85	H16_B2157
Q0JZU8	H16_B1944
Q0K7M9	H16_A2916
Q0K4D3	H16_B0341
Q0KBM1	H16_A1465
Q0K4A2	H16_B0372
Q0K6Z6	H16_A3150
Q0K4D6	H16_B0338
Q0K8I2	H16_A2607
Q7WXI6	PHG148
Q0K229	H16_B1154
Q0KAY5	H16_A1712
Q0KD37	H16_A0938
Q0K8P2	H16_A2546
Q0K8C4	H16_A2667
Q0K1Y9	H16_B1194
Q0K4Q0	H16_B0223
Q0KCN8	H16_A1092
Q0KE56	H16_A0566
Q0K9Z5	H16_A2076
Q0K6K8	H16_A3289
Q0KCX2	H16_A1007
Q0K2K2	H16_B0981
Q0K4V4	H16_B0169
Q0KEY9	H16_A0281
Q0K0N4	H16_B1655
Q0K1T7	H16_B1247
Q0K2Z0	H16_B0842
Q0K658	H16_A3445
Q0K9M3	H16_A2201
Q0K8P6	H16_A2538
Q0KAF7	H16_A1913
Q0K2Y4	H16_B0848
Q0K7B6	H16_A3030
Q0K5S3	H16_A3590
Q0K8E7	H16_A2642
Q7WXF5	PHG179
Q0K8P5	H16_A2540
Q0KDT9	H16_A0684
Q0K0T6	H16_B1603
Q0K2K0	H16_B0983
Q0K6G1	H16_A3341
Q0K3P8	H16_B0579
Q0JYD8	H16_B2454
Q0K5U8	H16_A3565
Q0KDK2	H16_A0772
Q0K1W5	H16_B1219
Q0KDF9	H16_A0815
Q0K9H2	H16_A2252
Q0K3M9	H16_B0598
Q0K3F4	H16_B0673
Q0KDK4	H16_A0770
Q0KA52	H16_A2019
Q0K902	H16_A2430
Q0K974	H16_A2352
Q0K738	H16_A3108
Q7WXB5	PHG220
Q0K1N0	H16_B1304
Q0K8R1	H16_A2522
Q0JY68	H16_B2524
Q0JY46	H16_B2546
Q0KA95	H16_A1975
Q0K9L3	H16_A2211
Q0K760	H16_A3086
Q0KDJ7	H16_A0777
Q0KCJ4	H16_A1136
Q0KFG9	H16_A0100
Q0KCT3	H16_A1046
Q0K7V7	H16_A2837
Q7WX55	PHG287
Q0KE51	H16_A0571
Q0K7F0	H16_A2995
Q0KES5	H16_A0345
Q0KF50	H16_A0219
Q0K8Y0	H16_A2452
Q0K166	H16_B1470
Q0K8P4	H16_A2541
Q0JZF4	H16_B2088
Q0KDS8	H16_A0695
Q0K9T5	H16_A2139
Q0K955	H16_A2371
Q7WX65	PHG277
Q0K8E0	H16_A2651
Q0K487	H16_B0388
Q0K030	H16_B1862
Q0KEV4	H16_A0316
Q0K1C0	H16_B1415
Q0K6N9	H16_A3258
Q0K7U6	H16_A2848
Q0K7M1	H16_A2924
Q0KDW4	H16_A0659
Q0KE44	H16_A0578
Q0K7A7	H16_A3039
Q0K0T2	H16_B1607
Q0KAR3	H16_A1803
Q0KAL1	H16_A1857
Q0K9S2	H16_A2152
Q0K7H9	H16_A2966
Q0K208	H16_B1175
Q0K5A8	H16_B0010
Q0K8W5	H16_A2467
Q0K7D8	H16_A3008
Q0K7Y5	H16_A2808
Q0K7U0	H16_A2854
Q0K123	H16_B1514
Q0K6Y0	H16_A3166
Q0KFL9	H16_A0050
Q0K2L7	H16_B0966
Q0K728	H16_A3118
Q0KAI7	H16_A1883
Q0K116	H16_B1521
Q0KC85	H16_A1246
Q0K576	H16_B0042
Q0KCX0	H16_A1009
Q0KEQ8	H16_A0362
Q0KDF3	H16_A0821
Q0K4L8	H16_B0255
Q0KEJ3	H16_A0428
Q0K055	H16_B1837
Q0K0P9	H16_B1640
Q0KE14	H16_A0609
Q0K9K8	H16_A2216
Q0K3M4	H16_B0603
Q0JYJ5	H16_B2397
Q0JZ78	H16_B2164
Q0KEU3	H16_A0327
Q0KF97	H16_A0172
Q0K801	H16_A2791
Q0K3L7	H16_B0610
Q0K2T8	H16_B0894
Q0K7Y2	H16_A2811
Q0K561	H16_B0057
Q0K3I7	H16_B0640
Q0K4Z3	H16_B0125
Q7WXC5	PHG209
Q0K6L2	H16_A3285
Q0KAX3	H16_A1724
Q0K7M8	H16_A2917
Q0K1J3	H16_B1341
Q0K2F0	H16_B1033
Q0JYB9	H16_B2473
Q0K4T1	H16_B0192
Q0K4U7	H16_B0176
Q7WWY6	PHG356
Q0KAK1	H16_A1869
Q0K7Z7	H16_A2795
Q0K7J3	H16_A2952
Q7WWS7	PHG415
Q0KEM0	H16_A0401
Q0KDD4	H16_A0840
Q0KEK7	H16_A0414
Q0JYG7	H16_B2425
Q0JYM5	H16_B2367
Q0JY14	H16_B2578
Q0K5U2	H16_A3571
Q7WX01	PHG341
Q0KAI2	H16_A1888
Q0K8A3	H16_A2689
Q0K2G2	H16_B1021
Q0JYF6	H16_B2436
Q0K534	H16_B0084
Q0K235	H16_B1148
Q0JY42	H16_B2550
Q0K8F6	H16_A2633
Q0K8P8	H16_A2536
Q0JYW1	H16_B2281
Q0K027	H16_B1865
Q0KDF4	H16_A0820
Q0KAQ4	H16_A1813
Q7WXJ4	PHG134
Q0K1B7	H16_B1418
Q0K275	H16_B1108
Q0K8G6	H16_A2623
Q0KD06	H16_A0972
Q0K4T9	H16_B0184
Q0K9T0	H16_A2144
Q0KEW2	H16_A0308
Q0K0W0	H16_B1577
Q0K2F7	H16_B1026
Q0K5G5	H16_A3700
Q0K1R9	H16_B1265
Q0K0Z8	H16_B1539
Q0KBU4	H16_A1391
Q0K2H7	H16_B1006
Q0KBA5	H16_A1584
Q0K0I0	H16_B1709
Q0K4E1	H16_B0333
Q0K590	H16_B0028
Q0KF20	H16_A0249
Q7WXP0	PHG078
Q0K5V9	H16_A3553
Q0JZR5	H16_B1977
Q0KD48	H16_A0927
Q7WXT2	PHG034
Q0KDB0	H16_A0864
Q0K171	H16_B1465
Q7WXN5	PHG083
Q0K872	H16_A2720
Q0KCB5	H16_A1215
Q0K5D3	H16_A3732
Q0K4Q3	H16_B0220
Q0KAN9	H16_A1829
Q0JYC0	H16_B2472
Q0K3V1	H16_B0526
Q0K108	H16_B1529
Q0KD34	H16_A0941
Q7WWT6	PHG406
Q0K424	H16_B0453
Q0K6E2	H16_A3360
Q0KAH1	H16_A1899
Q0KCZ2	H16_A0986
Q0K4R2	H16_B0211
Q0K3K1	H16_B0626
Q0K423	H16_B0454
Q0KB98	H16_A1591
Q0K1C2	H16_B1413
Q0JYB8	H16_B2474
Q0JY93	H16_B2499
Q0K8R8	H16_A2515
Q0K4T6	H16_B0187
Q0K1F3	H16_B1382
Q0K7S3	H16_A2872
Q0K9F1	H16_A2273
Q0K723	H16_A3123
Q0JYZ3	H16_B2249
Q0KBJ3	H16_A1495
Q0K0U7	H16_B1591
Q0K368	H16_B0759
Q0K5H0	H16_A3695
Q0K3Y2	H16_B0495
Q0K673	H16_A3430
Q0KDT0	H16_A0693
Q0KFM1	H16_A0048
Q0KE26	H16_A0597
Q0K2D0	H16_B1053
Q0K406	H16_B0471
Q0KBL2	H16_A1474
Q0KFP5	H16_A0024
Q0K7K4	H16_A2941
Q0KDK1	H16_A0773
Q0JYR0	H16_B2332
Q0K1V2	H16_B1232
Q0K2W5	H16_B0867
Q0JY16	H16_B2576
Q0K1V7	H16_B1227
Q0KDK5	H16_A0769
Q0KBV9	H16_A1376
Q0JZ81	H16_B2161
Q0K411	H16_B0466
Q0KFL1	H16_A0058
Q0KER0	H16_A0360
Q0KDK0	H16_A0774
Q0JZ38	H16_B2204
Q0K9X8	H16_A2094
Q0K2M4	H16_B0959
Q0K754	H16_A3092
Q0K6F8	H16_A3344
Q0KBM8	H16_A1458
Q7WXF0	PHG184
Q0K9K9	H16_A2215
Q0K1D2	H16_B1403
Q0K9W4	H16_A2108
Q0K7V8	H16_A2836
Q0JYP2	H16_B2350
Q0K9D7	H16_A2288
Q0KEB3	H16_A0508
Q0K1K7	H16_B1327
Q0KDG1	H16_A0813
Q0K2R0	H16_B0923
Q0KED7	H16_A0484
Q0K029	H16_B1863
Q0K7J5	H16_A2950
Q0K535	H16_B0083
Q0KDF6	H16_A0818
Q0KEE3	H16_A0478
Q0KF54	H16_A0215
Q7WX89	PHG253
Q0K374	H16_B0753
Q0KDZ9	H16_A0624
Q0K075	H16_B1817
Q0K4S9	H16_B0194
Q0K5D6	H16_A3729
Q0K245	H16_B1138
Q0KA38	H16_A2033
Q0JZJ5	H16_B2047
Q0K2K1	H16_B0982
Q0K945	H16_A2381
Q0K9R6	H16_A2158
Q0K785	H16_A3061
Q0JZ00	H16_B2242
Q0K8V7	H16_A2476
Q0K6L3	H16_A3284
Q0JZP4	H16_B1998
Q0KER9	H16_A0351
Q0KBI8	H16_A1501
Q0JYL9	H16_B2373
Q0K7C0	H16_A3026
Q0K2M6	H16_B0957
Q0K966	H16_A2360
Q0KDZ0	H16_A0633
Q0JY15	H16_B2577
Q0K3Y4	H16_B0493
Q0JYG1	H16_B2431
Q0KFK7	H16_A0062
Q0JZA2	H16_B2140
Q0K714	H16_A3132
Q0K1C8	H16_B1407
Q0K6D0	H16_A3372
Q7WX17	PHG325
Q0KFN4	H16_A0035
Q0KBD4	H16_A1555
Q0K8W7	H16_A2465
Q0KE02	H16_A0621
Q0K8A8	H16_A2684
Q0JYJ6	H16_B2396
Q0KAA7	H16_A1963
Q0K4P6	H16_B0227
Q0K2B3	H16_B1070
Q0KC03	H16_A1328
Q0K9C1	H16_A2304
Q0K497	H16_B0378
Q7WXL9	PHG105
Q0KF28	H16_A0241
Q7WX92	PHG249
Q0KC59	H16_A1272
Q0KE70	H16_A0552
Q0K9M6	H16_A2198
Q0K177	H16_B1459
Q0K0Z0	H16_B1547
Q0K5W5	H16_A3547
Q0K8B3	H16_A2678
Q0KFA8	H16_A0161
Q0KEY5	H16_A0285
Q0JZ41	H16_B2201
Q0K7X8	H16_A2815
Q0K2I4	H16_B0999
Q0JYU2	H16_B2300
Q0K6F0	H16_A3352
Q0K390	H16_B0737
Q0KF33	H16_A0236
Q0KA99	H16_A1971
Q0KE27	H16_A0596
Q0K2R9	H16_B0913
Q0KAN6	H16_A1832
Q0KA81	H16_A1989
Q0K5V8	H16_A3554
Q0JY41	H16_B2551
Q7WXD6	PHG198
Q0K8I1	H16_A2608
Q0KCF4	H16_A1176
Q0K7I9	H16_A2956
Q0K0R4	H16_B1625
Q0JZD4	H16_B2108
Q0KAA4	H16_A1966
Q0K8H7	H16_A2612
Q0K372	H16_B0755
Q0K0Q2	H16_B1637
Q0K3L0	H16_B0617
Q0KDL1	H16_A0762
Q0K8R3	H16_A2520
Q0JY51	H16_B2541
Q0K8W8	H16_A2464
Q0KCM2	H16_A1108
Q0K0M9	H16_B1660
Q0K0V1	H16_B1586
Q0KF01	H16_A0269
Q0KBA0	H16_A1589
Q0K511	H16_B0107
Q0K5F5	H16_A3710
Q0KA50	H16_A2021
Q0JYR2	H16_B2330
Q0KBI0	H16_A1509
Q0KCQ4	H16_A1076
Q0JYU8	H16_B2294
Q7WXK9	PHG115
Q0KA88	H16_A1982
Q0KFM6	H16_A0043
Q7WWZ5	PHG347
Q0K9K6	H16_A2218
Q0KD03	H16_A0975
Q0KCJ7	H16_A1133
Q0JYW4	H16_B2278
Q0JZD0	H16_B2112
Q0JZK7	H16_B2035
Q0K6H0	H16_A3332
Q0K688	H16_A3415
Q0K5P3	H16_A3621
Q0K6Q7	H16_A3239
Q0K5H8	H16_A3686
Q0KEB1	H16_A0510
Q0K8M6	H16_A2562
Q0KEP5	H16_A0376
Q0KAA9	H16_A1961
Q0K0R1	H16_B1628
Q0KE74	H16_A0548
Q0K6T9	H16_A3207
Q0KAS9	H16_A1780
Q0K5A6	H16_B0012
Q0KCM8	H16_A1102
Q7WXT1	PHG035
Q0K1Y0	H16_B1204
Q0K0B0	H16_B1782
Q0KEP1	H16_A0380
Q0KBS1	H16_A1415
Q0K0I3	H16_B1706
Q0K895	H16_A2697
Q7WWT2	PHG410
Q0JY33	H16_B2559
Q0JYD1	H16_B2461
Q0K4C0	H16_B0354
Q0KCI5	H16_A1145
Q0K9D4	H16_A2291
Q0KDX9	H16_A0644
Q0KAI0	H16_A1890
Q0KCA6	H16_A1224
Q0KDJ1	H16_A0783
Q0K8G1	H16_A2628
Q0K3C9	H16_B0698
Q0KCS6	H16_A1054
Q0K551	H16_B0067
Q0K7C8	H16_A3018
Q0K224	H16_B1159
Q0KA54	H16_A2017
Q0K4X8	H16_B0140
Q0KBQ6	H16_A1430
Q0KBK8	H16_A1479
Q0JZ66	H16_B2176
Q0K4I2	H16_B0292
Q0K546	H16_B0072
Q0KF64	H16_A0205
Q0K3W2	H16_B0515
Q7WXQ5	PHG063
Q0K820	H16_A2772
Q0KA47	H16_A2024
Q0JZK8	H16_B2034
Q0K172	H16_B1464
Q0JYB1	H16_B2481
Q0K5G8	H16_A3697
Q0K9V6	H16_A2116
Q0K1T8	H16_B1246
Q0K0R7	H16_B1622
Q0K472	H16_B0403
Q0K004	H16_B1888
Q7WXP3	PHG075
Q0K3I6	H16_B0641
Q0JYN9	H16_B2353
Q0KCH3	H16_A1157
Q0KCS4	H16_A1056
Q0JZ69	H16_B2173
Q0K6Z5	H16_A3151
Q0JZ95	H16_B2147
Q0K1R2	H16_B1272
Q0KEW7	H16_A0303
Q0KFG4	H16_A0105
Q0K745	H16_A3101
Q0K1Y2	H16_B1201
Q0K8G3	H16_A2626
Q0KBK0	H16_A1488
Q0KB48	H16_A1641
Q0K2N8	H16_B0945
Q0K3F8	H16_B0669
Q0K5V5	H16_A3557
Q0KA21	H16_A2050
Q0K1B3	H16_B1422
Q0KE10	H16_A0613
Q0K9Z0	H16_A2082
Q0KCL2	H16_A1118
Q0K495	H16_B0380
Q0JYE1	H16_B2451
Q0K1T6	H16_B1248
Q0K3Z6	H16_B0481
Q0JZ91	H16_B2151
Q0K490	H16_B0385
Q0K2J1	H16_B0992
Q0K4K7	H16_B0266
Q0K0E7	H16_B1745
Q0K774	H16_A3072
Q0KA53	H16_A2018
Q0KF62	H16_A0207
Q0K9Q7	H16_A2167
Q0K1D4	H16_B1401
Q0KCQ1	H16_A1079
Q0K876	H16_A2716
Q0KAK3	H16_A1865
Q0K4G8	H16_B0306
Q0K4T7	H16_B0186
Q0K3F1	H16_B0676
Q0K6P1	H16_A3256
Q0KF71	H16_A0198
Q0KD96	H16_A0878
Q0K413	H16_B0464
Q0K255	H16_B1128
Q0JZP9	H16_B1993
Q0KA94	H16_A1976
Q0K3H3	H16_B0654
Q0KFH7	H16_A0092
Q0K554	H16_B0064
Q0JZR6	H16_B1976
Q0K9W9	H16_A2103
Q7WXI4	PHG150
Q0KDW7	H16_A0656
Q0KBY4	H16_A1349
Q0KBL3	H16_A1473
Q0K336	H16_B0796
Q0K4N7	H16_B0236
Q0K7I1	H16_A2964
Q0K5S4	H16_A3589
Q0K6J8	H16_A3299
Q0JYW9	H16_B2273
Q0K2Q7	H16_B0926
Q0KB85	H16_A1604
Q0K6C6	H16_A3376
Q0K3U1	H16_B0536
Q0KCZ5	H16_A0983
Q0KAK8	H16_A1860
Q0KAX1	H16_A1726
Q0K1F7	H16_B1378
Q0K8X4	H16_A2458
Q0KAU0	H16_A1768
Q0K3H6	H16_B0651
Q0KFE5	H16_A0124
Q0K8V1	H16_A2482
Q0KAG5	H16_A1905
Q0KDJ2	H16_A0782
Q0K752	H16_A3094
Q0KCI0	H16_A1150
Q0JZ84	H16_B2158
Q0K0P2	H16_B1647
Q0K9T2	H16_A2142
Q0K9U0	H16_A2134
Q7WXN7	PHG081
Q0K671	H16_A3432
Q0KEW4	H16_A0306
Q0KA14	H16_A2057
Q0JZS3	H16_B1969
Q79IN9	PHG093
Q0K6X9	H16_A3167
Q0JY22	H16_B2570
Q0K0R2	H16_B1627
Q0K4H1	H16_B0303
Q0K5E5	H16_A3720
Q0KF96	H16_A0173
Q0K426	H16_B0451
Q0JYY6	H16_B2256
Q0K7H2	H16_A2973
Q0K918	H16_A2411
Q0JZN9	H16_B2003
Q0K9B6	H16_A2309
Q0KCW3	H16_A1016
Q0KAL4	H16_A1854
Q0KFR4	H16_A0005
Q0KBB9	H16_A1570
Q0KDW3	H16_A0660
Q0K9X0	H16_A2102
Q0KC17	H16_A1314
Q0JYK6	H16_B2386
Q0K227	H16_B1156
Q0K3U4	H16_B0533
Q0K466	H16_B0409
Q0KD12	H16_A0966
Q0JZC2	H16_B2120
Q0K384	H16_B0743
Q0K364	H16_B0763
Q7WXT6	PHG030
Q7WX91	PHG250
Q0K8H1	H16_A2618
Q0K306	H16_B0826
Q0K395	H16_B0732
Q0K6S8	H16_A3218
Q0K0Q1	H16_B1638
Q0KCK4	H16_A1126
Q0JY88	H16_B2504
Q0KB28	H16_A1664
Q0K594	H16_B0024
Q0JZW5	H16_B1927
Q0KFH9	H16_A0090
Q0K9K2	H16_A2222
Q7WWZ9	PHG343
Q0KDJ8	H16_A0776
Q0K9J8	H16_A2226
Q0K0U2	H16_B1597
Q0KD54	H16_A0921
Q0KEK9	H16_A0412
Q0K4Z0	H16_B0128
Q0K6Z9	H16_A3147
Q0JY64	H16_B2528
Q0KE62	H16_A0560
Q0K3W3	H16_B0514
Q0K964	H16_A2362
Q0K8N5	H16_A2553
Q0KF82	H16_A0187
Q7WXG6	PHG168
Q0K9J5	H16_A2229
Q0K7U1	H16_A2853
Q0K0X3	H16_B1564
Q7WWU6	PHG396
Q0KFR3	H16_A0006
Q0KEX5	H16_A0295
Q0K200	H16_B1183
Q0K4M3	H16_B0250
Q0KDY1	H16_A0642
Q0K7U3	H16_A2851
Q0KCQ7	H16_A1073
Q0KBP0	H16_A1446
Q0K091	H16_B1801
Q0K498	H16_B0377
Q0K6J9	H16_A3298
Q7WXS0	PHG048
Q0K9Y4	H16_A2088
Q0KAN5	H16_A1833
Q0K287	H16_B1096
Q0K5D7	H16_A3728
Q0KAC4	H16_A1946
Q0K7V0	H16_A2844
Q0KEZ8	H16_A0272
Q0K0Y7	H16_B1550
Q0K4W4	H16_B0159
Q0JZQ1	H16_B1991
Q0KAP7	H16_A1820
Q0KCN1	H16_A1099
Q0K2U1	H16_B0891
Q0K1U5	H16_B1239
Q0K2W8	H16_B0864
Q7WXF3	PHG181
Q0K213	H16_B1170
Q0K6L9	H16_A3278
Q0K117	H16_B1520
Q0JZ03	H16_B2239
Q0KE33	H16_A0590
Q0K667	H16_A3436
Q7WXM8	PHG095
Q0K5I0	H16_A3684
Q0K2J3	H16_B0990
Q0KC49	H16_A1282
Q0JYA0	H16_B2492
Q0K6B4	H16_A3388
Q0KE06	H16_A0617
Q7WXH6	PHG158
Q0K6U5	H16_A3201
Q0K8Z7	H16_A2435
Q0K3V6	H16_B0521
Q0K1W1	H16_B1223
Q7WWY9	PHG353
Q0KDE9	H16_A0825
Q0K1A0	H16_B1436
Q0K363	H16_B0764
Q0K220	H16_B1163
Q0K878	H16_A2714
Q0K6F7	H16_A3345
Q0KCD3	H16_A1197
Q0K9N5	H16_A2189
Q0JY55	H16_B2537
Q0JZV0	H16_B1942
Q0K6S9	H16_A3217
Q0KAC1	H16_A1949
Q0K186	H16_B1450
Q0JYM0	H16_B2372
Q0KET6	H16_A0334
Q0K7I3	H16_A2962
Q0KE12	H16_A0611
Q0KBZ4	H16_A1337
Q0KAI1	H16_A1889
Q0K938	H16_A2388
Q0K0X0	H16_B1567
Q0K564	H16_B0054
Q0JZX5	H16_B1917
Q0K7Q0	H16_A2895
Q0KCI2	H16_A1148
Q0KA08	H16_A2063
Q0KA10	H16_A2061
Q0K975	H16_A2351
Q0KA71	H16_A2000
Q7WXP4	PHG074
Q0KAU1	H16_A1767
Q0K1M9	H16_B1305
Q0K8F7	H16_A2632
Q0KCT0	H16_A1050
Q0JZH6	H16_B2066
Q0KAZ4	H16_A1702
Q0K1W6	H16_B1218
Q0KA79	H16_A1991
Q0K214	H16_B1169
Q0JY74	H16_B2518
Q0JZ42	H16_B2200
Q0K6H4	H16_A3328
Q0KAS5	H16_A1786
Q0KD23	H16_A0953
Q0K8X5	H16_A2457
Q0K4Y2	H16_B0136
Q0KDA1	H16_A0873
Q0KEY8	H16_A0282
Q0KDD3	H16_A0841
Q0KCB2	H16_A1218
Q0KAR5	H16_A1801
Q0KAI9	H16_A1881
Q0KEE5	H16_A0476
Q0K2R8	H16_B0914
Q0KEA2	H16_A0519
Q0KBU2	H16_A1393
Q0K0A5	H16_B1787
Q0K678	H16_A3425
Q0KEQ2	H16_A0368
Q0KAS2	H16_A1789
Q0KDW1	H16_A0662
Q0K1B8	H16_B1417
Q0KA76	H16_A1995
Q0K5F9	H16_A3706
Q0K324	H16_B0808
Q0K990	H16_A2335
Q0JYI5	H16_B2407
Q0K4L2	H16_B0261
Q0K8Y3	H16_A2449
Q0K9A9	H16_A2316
Q0JYK9	H16_B2383
Q0KD01	H16_A0977
Q0K2Q2	H16_B0931
Q0KAN1	H16_A1837
Q0K070	H16_B1822
Q0K5W9	H16_A3543
Q0JZV7	H16_B1935
Q0JZX8	H16_B1914
Q0K7Y9	H16_A2803
Q0KAH4	H16_A1896
Q0KDY4	H16_A0639
Q0KER7	H16_A0353
Q0K5Z3	H16_A3519
Q0K648	H16_A3455
Q0KB63	H16_A1626
Q0K4U3	H16_B0180
Q0K507	H16_B0111
Q0JYQ5	H16_B2337
Q0JZB5	H16_B2127
Q0K5H5	H16_A3689
Q0K9E4	H16_A2280
Q0K6C5	H16_A3377
Q0K970	H16_A2356
Q0JYP5	H16_B2347
Q0K6E8	H16_A3354
Q0K7A6	H16_A3040
Q0JYK7	H16_B2385
Q0KAQ7	H16_A1810
Q0JY39	H16_B2553
Q0K7X6	H16_A2817
Q0KB90	H16_A1599
Q0K2S2	H16_B0910
Q0KFC2	H16_A0147
Q0K4N0	H16_B0243
Q0K9G6	H16_A2258
Q0K675	H16_A3428
Q0KBD3	H16_A1556
Q0KDM5	H16_A0748
Q0K399	H16_B0728
Q0KEU9	H16_A0321
Q0K9G7	H16_A2257
Q0KAU2	H16_A1766
Q0K346	H16_B0786
Q0K0I2	H16_B1707
Q0K8V9	H16_A2474
Q0K4Q7	H16_B0216
Q0K3Z3	H16_B0484
Q0K1C4	H16_B1411
Q0K7R6	H16_A2879
Q0K9W6	H16_A2106
Q0K8F4	H16_A2635
Q0K2Y1	H16_B0851
Q0K7E7	H16_A2998
Q0KCJ2	H16_A1138
Q0K9M0	H16_A2204
Q0KBJ9	H16_A1489
Q0K3E0	H16_B0687
Q0K2Q8	H16_B0925
Q0KAY7	H16_A1710
Q0K033	H16_B1859
Q7WXR7	PHG051
Q0K8C6	H16_A2665
Q0K509	H16_B0109
Q0JY99	H16_B2493
Q0K8Z5	H16_A2437
Q0K7I5	H16_A2960
Q0KC41	H16_A1290
Q0K655	H16_A3448
Q0K7J6	H16_A2949
Q0KD70	H16_A0905
Q0K8L4	H16_A2574
Q0KAG8	H16_A1902
Q0K143	H16_B1494
Q0K2D8	H16_B1045
Q0KEL0	H16_A0411
Q0K6Z4	H16_A3152
Q0K9L9	H16_A2205
Q0K5X1	H16_A3541
Q0KES1	H16_A0349
Q0KCU7	H16_A1032
Q0KE67	H16_A0555
Q0KBC3	H16_A1566
Q0KE89	H16_A0532
Q0K2P2	H16_B0941
Q0K9Q0	H16_A2174
Q0K3H7	H16_B0650
Q0K510	H16_B0108
Q0KAJ1	H16_A1879
Q0JY28	H16_B2564
Q0K8X7	H16_A2455
Q0K952	H16_A2374
Q7WX43	PHG299
Q0K385	H16_B0742
Q0JZH8	H16_B2064
Q0K4D9	H16_B0335
Q0K746	H16_A3100
Q0K2G0	H16_B1023
Q0K0V8	H16_B1579
Q0K8Z3	H16_A2439
Q0K9L0	H16_A2214
Q0KBE1	H16_A1548
Q0K500	H16_B0118
Q0KDJ3	H16_A0781
Q0KDC5	H16_A0849
Q0K3G6	H16_B0661
Q0KAV2	H16_A1752
Q0K9R8	H16_A2156
Q0KEY0	H16_A0290
Q0K541	H16_B0077
Q0K5C2	H16_A3743
Q0KDC4	H16_A0850
Q0JZ88	H16_B2154
Q0K1D3	H16_B1402
Q0KBJ4	H16_A1494
Q0K9R7	H16_A2157
Q0KFC4	H16_A0145
Q0K7H0	H16_A2975
Q0K1A7	H16_B1428
Q0K0Y3	H16_B1554
Q0K0Y0	H16_B1557
Q0K5S0	H16_A3593
Q79IP8	PHG018
Q0KDS4	H16_A0699
Q0K0Z6	H16_B1541
Q7WWY1	PHG361
Q7WX11	PHG331
Q0JZN6	H16_B2006
Q0K4Q5	H16_B0218
Q7WXJ3	PHG137
Q0K0H9	H16_B1710
Q0K2F2	H16_B1031
Q0K3V8	H16_B0519
Q0K0M7	H16_B1662
Q0JZ16	H16_B2226
Q0K0Y5	H16_B1552
Q0K2Y9	H16_B0843
Q0K4M9	H16_B0244
Q0K7M4	H16_A2921
Q0KB95	H16_A1594
Q0KEX7	H16_A0293
Q0KC92	H16_A1239
Q0K9Y5	H16_A2087
Q0K6S2	H16_A3224
Q0KD91	H16_A0883
Q0KCK8	H16_A1122
