P27746	COG0022
Q0KFF9	ENOG50335F7
Q0JZ01	COG2188
Q0K3G7	COG1960
Q0KCR2	COG1960
Q7WWY0	COG3451
Q7WX36	COG0476
Q0K7L6	COG1487
Q0K5Y3	COG1670
Q0KFJ7	COG0179
Q0K840	COG1210
Q0KDL7	ENOG5033V2H
Q0KB58	COG2146
Q7WWZ3	ENOG5033K02
Q0K5Y0	ENOG5032UKC
Q0K8J1	COG0662
Q0K2V4	COG1802
Q0K4U6	COG3360
Q0K4G2	COG3181
Q0K1U7	COG3045
Q0K3Z7	COG3181
Q0KDS9	COG0477
Q0KES6	ENOG502ZE89
Q0KBE9	COG0559
Q0K7N3	COG0044
Q0K8B9	COG3135
Q0KCI3	COG0177
Q0K0N0	COG0463
Q0K9X2	COG0747
Q0KC28	COG0444
Q0KC48	COG2270
Q0K4P2	COG0835
Q0K9V4	COG1214
Q0K203	COG3836
Q0K462	COG2207
Q0KE34	COG2606
Q0K1S2	COG5642
Q0JZS5	COG0302
Q0KCE7	COG3484
Q0K5G6	COG0223
Q0KAN0	COG0664
Q0K1K2	COG1960
Q0K8T4	COG5477
Q0K907	COG0015
Q0KB33	COG4360
Q0K3W5	COG3181
Q0K3R8	COG1846
Q0KES0	COG1999
Q0K5Z6	COG0700
Q0K5Z6	COG2715
Q0KCX6	ENOG5033ZZW
Q0K1I5	ENOG50339RT
Q0K763	COG1428
Q0K563	ENOG502ZC0P
Q0KEB7	COG0654
Q0JZZ4	COG1529
Q0KD32	COG0517
Q0KD32	COG1125
Q0K067	COG1414
Q0KET2	COG0219
Q0KF93	COG0625
Q0JZW3	COG1278
Q0K1Z8	ENOG503190A
Q0K209	COG3971
Q0K5B1	COG2197
Q7WWY4	COG3701
Q0KDB4	COG5285
Q0JYI2	ENOG5032Y09
Q0K2L8	COG2721
Q0JYF3	COG3181
Q0K3C1	COG2030
Q0K7X1	ENOG5033B54
Q0K032	ENOG5033V14
Q0JZE2	COG0204
Q0JZE2	COG0236
Q0JZE2	COG0318
Q0KCG5	COG2975
Q0K089	COG1764
Q0JZK4	COG4177
Q0K096	COG0604
Q0K8L6	COG1399
Q0K207	COG1294
Q0K114	COG1529
Q0KF38	ENOG502Z7Z3
Q0KBN8	COG2040
Q0KE01	COG3181
Q0K240	COG0346
Q0KAW1	COG1402
Q0K9W3	COG2072
Q0JYZ4	COG3536
Q0K158	COG1135
Q0KB68	COG0421
Q0K141	ENOG5032WIJ
Q0K9F3	ENOG5033VG0
Q0KAE2	COG3181
Q0K7Q5	ENOG5032SFM
Q0K7X5	COG1960
Q0K9P9	COG0640
Q0K7Z6	COG3450
Q0KBH1	COG0397
Q0K5E9	COG0841
Q0KEA9	COG0760
Q0K8J2	COG3181
Q0K4I9	COG3181
Q0K618	COG1853
Q0JZG6	COG3064
Q0K5K7	ENOG5033UN5
Q0K0Z9	ENOG5033Q3Z
Q7WXU0	COG4191
Q0KA90	COG0491
Q0JZF9	COG0477
Q0JZC5	COG1277
Q0K2H9	COG2175
Q0KB22	COG0507
Q0KB22	COG1112
Q0KB22	COG3831
Q0K7N9	COG1898
Q7WX06	ENOG5033WWZ
Q0K0F4	COG1024
Q0JYD7	COG3194
Q0K1J7	COG4147
Q0KDG6	COG2951
Q0K8M3	COG0304
Q0JY36	COG1297
Q0K2K9	COG1804
Q0K3V5	COG0625
Q0K352	COG2223
Q0K9F8	COG0460
Q0JYC2	COG1062
Q0K6R0	COG3023
Q0K7S2	ENOG5032S46
Q0KB59	COG0446
Q0K0Y1	ENOG5032Z3P
Q0KA06	COG0436
Q0KC62	ENOG5034AC1
Q0K0W1	COG0807
Q0KEQ1	COG3211
Q0K3H5	COG2771
Q0K2M8	COG2332
Q0KBU7	COG2186
Q0K9P5	COG0346
Q0KEG1	COG1960
Q0KAW8	COG1975
Q0KD95	ENOG502ZTBR
Q0K4L7	COG1191
Q0K054	ENOG502ZKJ4
Q0K2J6	COG1024
Q0K529	COG1804
Q0K657	COG5662
Q0K1Q2	COG3454
Q0JZY6	COG3181
Q0K378	COG1414
Q0K9L7	COG0727
Q0KC64	COG1028
Q0K810	COG3576
Q0JYB2	COG1804
Q0KC05	COG3090
Q7WX86	COG0826
Q0JZ48	COG0069
Q0KAB1	COG2267
Q7WX23	ENOG50346NV
Q0K748	COG1380
Q0K2L9	COG1878
Q0K333	COG1846
Q0KDY9	COG1917
Q7WX81	COG0623
Q0K438	COG0589
Q0K256	COG0601
Q0K2D9	COG0842
Q0K5C3	COG2267
Q0K6K1	COG1173
Q0K7Z9	COG0666
Q7WX85	COG0826
Q0KBC2	COG0354
Q0K676	COG1127
Q7WX13	COG0582
Q0K6M9	COG0206
Q0KD61	COG0408
Q0K7J2	COG4608
Q7WXL6	COG1196
Q0K2P4	COG1853
Q0KBI1	COG1638
Q0K893	COG0513
Q0K8Z8	COG2062
Q0KCW9	COG3748
Q0K8K3	COG1322
Q0KF77	ENOG5033U41
Q0KD14	COG2128
Q0KAI5	COG1024
Q7WWW4	ENOG5033GH0
Q0JZQ5	COG2128
Q0JZ90	COG4977
Q0K2U6	COG5649
Q0K8E8	COG0220
Q0K962	COG0821
Q0K6R1	COG0209
Q0K0I5	COG0583
Q0K142	COG2602
Q0K520	COG2606
Q0K7M2	COG1595
Q0K9M1	COG1925
Q0KDQ2	COG3847
Q0K6Q8	COG0642
Q0K6C2	COG0402
Q0KEG9	COG2928
Q0JYU7	COG0840
Q0K9I5	COG0555
Q0KA42	ENOG50341CN
Q0KFH0	COG1804
Q0KEX6	COG2205
Q0K5C4	COG0300
Q0KC68	COG2175
Q0K6Q5	COG0541
Q0K065	COG0277
Q0KB12	COG0569
Q0KB12	COG2985
Q0KD53	COG0654
Q0K5D1	ENOG502ZB7P
Q0KBF2	COG0596
Q0K328	COG4177
Q0KE37	COG0745
Q0KFB5	COG0745
Q7WX66	COG0664
Q0K890	COG0861
Q0K7U4	ENOG50340Z4
Q0KFK0	COG3473
Q0KA82	COG1842
Q0KF49	COG0002
Q0K6U7	COG0834
Q0K5Q7	COG0782
Q0K6Q6	COG4137
Q0K140	COG1940
Q0K3X0	ENOG502ZX64
Q0K4C2	COG1476
Q0K4I3	COG3639
Q0KFM4	COG1126
Q0KBX5	COG0427
Q0K1A9	COG1335
Q0K001	COG1167
Q0KAE6	COG0720
Q0KDG5	COG0123
Q0K3L4	COG3181
Q0KF53	COG0697
Q0K148	COG0526
Q0KBQ5	COG5570
Q0K9A5	COG3197
Q0KDB9	COG1309
Q0K6X5	COG0511
Q0KCV2	COG0818
Q0KC79	ENOG5033XW8
Q0K755	COG0277
Q0KB30	COG4568
Q0K5K3	COG0410
Q0K5V0	COG0737
Q0K2L4	COG4627
Q0K9W7	COG0500
Q0K802	COG0545
Q0K948	COG3203
Q0K3K6	COG2197
Q0K5A2	COG3250
Q7WXQ9	COG0582
Q0K6X1	COG2077
Q0KEP2	COG1194
Q0K2E1	COG3391
Q7WX63	COG1961
Q0JYK3	COG2176
Q0K012	COG5424
Q0K780	COG0728
Q0JY27	COG0363
Q0K452	COG0346
Q0KCM1	COG3741
Q0KD49	COG1335
Q0KB19	COG0346
Q7WXC4	COG3062
Q0K841	COG0525
Q0KC12	COG0579
Q0KEJ2	COG3387
Q0JZM9	COG0154
Q0K4K8	COG4787
Q0K1A8	COG2267
Q0K6U9	COG3311
Q0K1Y8	COG1062
Q0K3M7	COG2267
Q0K775	COG0454
Q0K422	COG0687
Q0KF11	COG1028
Q0K8T5	COG1653
Q0K4B7	COG0372
Q0K2E0	COG0683
Q0K082	COG1126
Q0KEF7	COG1024
Q0K251	COG3501
Q0K251	COG4253
Q0KE90	COG0513
Q0K6R4	ENOG50334JV
Q0JZR0	COG0583
Q0K4M0	COG1298
Q0KEU6	COG2893
Q0KF12	COG1565
Q0JZJ6	COG0457
Q0JZJ6	COG1352
Q0KF68	ENOG5033YJD
Q0KF30	COG0352
Q0K493	COG1024
Q0K5K9	COG0683
Q0K3I0	COG4319
Q0K0Z4	COG1414
Q0JZ64	COG0545
Q0JZZ1	ENOG5033X32
Q0JYE6	COG0043
Q0K9X4	COG1173
Q0K024	COG1116
Q0JZI2	COG1845
Q0K9B0	COG0348
Q0JZN1	COG0411
Q0JZA8	COG0531
Q0K7G6	COG1024
Q0JYV4	COG0599
Q0JYV4	COG2021
Q0K0C4	COG1359
Q0KC75	COG2055
Q7WXM3	COG0707
Q0K5T6	COG2823
Q0K8G8	COG0065
Q0K6J7	ENOG502Z7RS
Q0K0C9	COG2070
Q0JYV7	COG0007
Q7WXQ1	ENOG50313MT
Q0KE81	COG4327
Q0K0R9	COG1538
Q0KDM4	COG0171
Q0KDM4	COG0388
Q0K9B5	COG1386
Q0KCB3	COG2908
Q0JYR5	COG3706
Q0JZL6	ENOG5033RTF
Q0JZC6	COG3181
Q0KE21	COG1028
Q0K0H5	COG1282
Q7WX20	ENOG502ZA7W
Q0K9H7	COG1613
Q0K463	COG1414
Q0K811	COG0384
Q0K5D9	COG0745
Q0K3N8	COG0028
Q0K4A4	COG1042
Q0K5D5	COG0841
Q0KEM9	COG0475
Q0KEM9	COG0490
Q0KEM9	COG1226
Q0K318	COG1335
Q0K6V2	COG0235
Q0KB42	COG1167
Q0KAV5	COG1633
Q0K4S1	COG3181
Q7WXE5	COG0582
Q0K3W6	COG0526
Q0K544	COG4674
Q0KA56	COG2905
Q0K3V3	COG0784
Q0K3V3	COG2205
Q0KF13	ENOG5033CJ3
Q0JZZ9	COG0665
Q7WXK5	COG1352
Q0K1V9	ENOG502ZY39
Q0K0S5	COG1721
Q0K7D5	COG2610
Q0K8Q4	COG0464
Q0K2C4	ENOG502ZGB8
Q0KB32	COG4949
Q0K7U8	COG4968
Q0K7T3	COG0625
Q0KDZ8	COG3203
Q0K4H3	COG0498
Q7WX99	COG1180
Q0K894	ENOG50341U4
Q7WXB7	COG1138
Q0KFC3	COG3170
Q0K4D0	COG1752
Q0K106	COG2188
Q0KF99	COG0183
Q0KF46	COG0708
Q0K5F0	COG0845
Q0JZN2	COG4177
Q0K828	COG0235
Q0K2E9	COG2175
Q0K4L1	COG1558
Q0KB83	COG2304
Q7WX15	COG1864
Q0K1L8	ENOG5034856
Q0JYG3	COG3520
Q0K470	COG1545
Q0KES8	COG1622
Q0KES8	COG2010
Q0JZ58	COG3667
Q0KCM6	COG0436
Q0K923	COG4172
Q0K7Q6	COG0438
Q0K5X0	ENOG502Z8UV
Q0KFE1	COG3817
Q0K0F9	COG2207
Q0K4V5	COG2814
Q0K1N7	COG1028
Q0KD28	COG0127
Q0K6E7	COG1538
Q0K7D2	COG0402
Q0JYZ7	COG0600
Q0KEE8	COG0765
Q0K9V1	ENOG50313B9
Q0K983	COG1643
Q0K829	COG1942
Q0K7A3	COG2197
Q0K4E9	COG0583
Q0K4M4	COG1462
Q0K179	COG0346
Q0JY59	COG3181
Q0JYX8	COG2223
Q0K7N6	COG1088
Q0KBJ8	COG1028
Q0K0F7	COG1012
Q0K3X3	COG4177
Q0K1H2	COG3396
Q0KBF4	COG0625
Q0KCH4	COG4389
Q0JYI7	COG2329
Q0K9X5	COG3191
Q0K046	COG3181
Q0K0X5	COG0058
Q0KA15	COG0024
Q0K4A6	COG3181
Q0K043	COG0583
Q0K8R5	COG2199
Q0KCE9	COG2307
Q0K8G0	COG0479
Q0K892	COG1262
Q0KDG8	COG2233
Q0K1D1	COG1917
Q0KB56	COG4638
Q0KBN6	ENOG503178F
Q0K888	COG0262
Q0K3Q6	COG0625
Q0JZU0	COG1178
Q0K0X7	COG1523
Q0KFK3	COG0625
Q0K7G1	COG0501
Q0K4H7	COG1262
Q0K9N0	COG0231
Q0K446	COG2271
Q0K3S0	COG3181
Q7WXB1	COG1236
Q0JYH9	COG1595
Q0K237	ENOG5033SN7
Q7WXD5	COG4566
Q0K1P2	COG0456
Q0K3X9	COG0154
Q0JYJ0	ENOG50318DP
Q0JZK0	COG3712
Q0K8X8	COG0505
Q7WWZ6	ENOG5033VBN
Q0K6B9	ENOG5031IYG
Q0KBZ2	COG0290
Q7WXQ7	COG3039
Q7WX50	ENOG502Z8W8
Q0K2Z3	COG0664
Q0JZ54	COG0583
Q0K9T8	COG3447
Q0K9T8	COG4585
Q7WX77	COG3850
Q0JZD3	COG4772
Q0KDP4	COG0583
Q0K3L5	COG1929
Q0KAX7	COG0183
Q0KCN4	COG1595
Q0K2X2	COG2041
Q0K312	COG0451
Q0KCK2	COG0705
Q0K431	COG0582
Q0K665	COG3167
Q0K9Q9	COG0841
Q0K7N4	COG0204
Q0K3L6	COG1052
Q0KE91	COG0038
Q0KE91	COG0517
Q0KDY6	COG5592
Q0K052	COG1804
Q0KCA1	COG0318
Q7WX03	ENOG5033PR6
Q0K6U1	ENOG5033ZHD
Q0K854	COG0428
Q0K4F8	ENOG5033REH
Q0KDX7	COG3520
Q0JY81	COG0475
Q0KA89	COG0640
Q0JZZ6	COG2080
Q0K031	COG2337
Q0JZ99	COG2358
Q0K018	COG0154
Q0KAM9	COG2346
Q0K4C7	COG0111
Q0JYY2	COG2814
Q0K2M1	COG2197
Q0KEH8	COG4178
Q0KC56	ENOG5033H73
Q0K9Q2	COG5490
Q0K1P4	COG3709
Q0K7B7	COG0559
Q0K1H8	COG1541
Q0JYF0	COG4126
Q0KAE5	COG0602
Q0K6K4	COG0683
Q0K0H1	COG1802
Q0JYT4	COG3181
Q0K1K1	COG3173
Q0KF24	COG1950
Q0KD24	COG1561
Q7WXK1	COG0477
Q0K288	COG3558
Q0K3V0	COG0715
Q0K1I0	COG4147
Q0JYD0	COG2814
Q0JYS7	COG2249
Q0K2A7	COG0722
Q0K1J4	COG0604
Q0K7G8	COG3471
Q0KB86	COG4262
Q0KDK8	COG4339
Q0KDK8	COG4728
Q0KF83	COG0119
Q0K0T3	COG0277
Q0KBI7	COG0166
Q0K6I5	COG0036
Q0JZD7	COG3039
Q0K830	COG2008
Q0K7U2	ENOG5033VD1
Q0JZ82	COG2114
Q0JZ82	COG3813
Q0JZ82	COG3899
Q0K389	COG0346
Q0JZ96	ENOG5032QUS
Q0KAT7	COG1959
Q0KEK8	COG1737
Q0K837	COG0765
Q0JZP2	COG0235
Q0K0J7	COG0160
Q0KAW5	COG0154
Q0K8B8	ENOG5033R4P
Q0KC67	COG3288
Q0KDG9	COG1555
Q0KEW5	COG0210
Q0K088	COG2207
Q7WXR9	COG3385
Q0JYN8	COG0784
Q0JYN8	COG2205
Q0JYN8	COG3437
Q0K777	COG0323
Q0JZG5	ENOG5033X7D
Q0K814	COG0583
Q0K6W1	COG2610
Q0K6L8	COG0768
Q0K687	COG0141
Q0KAC5	ENOG502Z8C6
Q0KDC8	COG2863
Q0JZU8	COG1335
Q0K5K4	COG0683
Q0K381	COG3427
Q0KEY4	COG0411
Q0JZ85	COG1960
Q0K7M9	COG1678
Q0K4D3	COG2271
Q0K4A2	COG1960
Q0KBM1	COG0624
Q0K4D6	COG0583
Q0K8P2	COG0558
Q0K6Z6	COG3753
Q0K8I2	COG0034
Q0K229	ENOG5032UNZ
Q0KD37	COG3845
Q7WXI6	ENOG5031EEG
Q0K1Y9	COG0627
Q0KAY5	COG1733
Q0K4Q0	COG2070
Q0KCN8	COG0583
Q0K9Z5	COG0318
Q0K8C4	COG0188
Q0KE56	COG0126
Q0K6K8	COG1309
Q0KCX2	COG2233
Q0K4V4	COG0583
Q0K9M3	COG3260
Q0K2K2	COG0160
Q0KEY9	COG0537
Q0K2Z0	COG3540
Q0K0N4	COG3550
Q0KAF7	COG0053
Q0K658	COG2041
Q0K2Y4	COG1024
Q0K8P6	ENOG5032AZS
Q0K5S3	COG1301
Q0K7B6	COG0683
Q0K8E7	COG0747
Q0K8P5	COG2855
Q0K0T6	COG3842
Q0K2K0	COG3181
Q0K3P8	ENOG50348J1
Q0KDT9	COG2995
Q0KDK2	COG0834
Q0JYD8	COG1301
Q0K6G1	ENOG5033YXZ
Q0KDF9	COG2025
Q0K5U8	COG2010
Q0K1W5	COG3618
Q0K9H2	COG0318
Q0KDK4	COG0665
Q0K3M9	COG3203
Q0K3F4	COG1028
Q0KA52	COG2197
Q0K902	COG0847
Q0K974	COG2910
Q7WXB5	COG3088
Q0K738	COG0783
Q0K1N0	COG2059
Q0JY68	COG2761
Q0K9L3	COG2224
Q0K8R1	COG0456
Q0JY46	COG5581
Q0KA95	COG1812
Q0K760	COG1122
Q0KCJ4	ENOG503468U
Q0KE51	COG0026
Q0KDJ7	COG1132
Q0KFG9	COG1024
Q0KCT3	COG0604
Q7WX55	COG0776
Q0K7F0	COG2895
Q0K7V7	COG4966
Q0KES5	COG3175
Q0K8Y0	COG0458
Q0KF50	COG0501
Q0K166	COG1526
Q0K8P4	COG0583
Q0KDS8	COG2987
Q0K9T5	COG0583
Q0JZF4	COG0642
Q7WX65	COG4974
Q0KEV4	COG0364
Q0K8E0	COG0840
Q0K487	COG1028
Q0K955	COG3568
Q0K030	COG0607
Q0K030	COG2897
Q0K6N9	COG0237
Q0K1C0	COG4313
Q0K7U6	COG0117
Q0K7U6	COG1985
Q0KE44	COG0654
Q0KDW4	ENOG502Z8KG
Q0K7M1	COG5343
Q0K0T2	COG3629
Q0K0T2	COG3899
Q0K0T2	COG3903
Q0KAR3	COG4977
Q0K9S2	COG1028
Q0K7A7	COG1398
Q0KAL1	COG0489
Q0KAL1	COG3206
Q0K7H9	COG0406
Q0K5A8	ENOG502Z9WS
Q0K208	ENOG502ZD78
Q0K7U0	COG0108
Q0K7U0	COG0807
Q0K8W5	COG0847
Q0K7Y5	COG1960
Q0K7D8	COG2985
Q0K123	COG0719
Q0K6Y0	COG3150
Q0K2L7	COG3530
Q0KFL9	COG1694
Q0KAI7	COG3181
Q0K728	COG0784
Q0K728	COG4191
Q0K576	COG2197
Q0KC85	COG4319
Q0K116	COG1752
Q0KEQ8	COG0625
Q0K055	COG0683
Q0K0P9	COG0463
Q0K4L8	COG0455
Q0KCX0	COG2351
Q0KEJ3	COG1877
Q0KDF3	COG0582
Q0K3M4	COG1309
Q0KE14	COG1570
Q0JYJ5	COG1670
Q0K9K8	COG2226
Q0JZ78	COG1902
Q0KEU3	COG2906
Q0KF97	COG1960
Q0K2T8	COG0745
Q0K3L7	COG4312
Q0K801	ENOG5032ZIZ
Q0K3I7	COG1853
Q0K561	COG3271
Q0K6L2	COG3181
Q0K4Z3	COG2197
Q0KAX3	COG1319
Q0K7Y2	COG1853
Q7WXC5	COG4459
Q0K7M8	COG1187
Q0K4U7	COG1502
Q0K1J3	COG0477
Q0K2F0	COG3181
Q0K4T1	COG4655
Q0K7J3	COG0444
Q7WWY6	COG2948
Q0JYB9	COG1574
Q0KAK1	ENOG502Z914
Q7WWS7	COG3335
Q7WWS7	COG3415
Q0KEM0	COG2814
Q0K7Z7	COG3118
Q0KDD4	COG0183
Q0JYG7	ENOG5031DZ3
Q0JY14	COG2252
Q0KEK7	COG4968
Q0JYM5	COG1677
Q0K5U2	COG3258
Q0K5U2	COG4654
Q0KAI2	COG1028
Q0K2G2	COG5164
Q0K8A3	ENOG5034271
Q0K235	COG0318
Q0K534	COG0370
Q0K8F6	COG2188
Q0JY42	COG0350
Q0K8P8	COG3193
Q0JYW1	COG1522
Q0KAQ4	COG1752
Q0K027	COG2141
Q0KDF4	COG4974
Q7WXJ4	COG4974
Q0K275	COG0715
Q0K1B7	COG3483
Q0KEW2	ENOG50335NT
Q0K8G6	COG0411
Q0K4T9	COG3745
Q0KD06	COG2509
Q0K5G5	COG0242
Q0K0W0	ENOG5032UNU
Q0KBU4	COG1139
Q0K9T0	COG4799
Q0K2F7	COG0843
Q0K1R9	COG1199
Q0K0Z8	ENOG5034AT7
Q0K2H7	COG3181
Q0KBA5	COG2128
Q0K0I0	COG0318
Q0K4Q3	COG1073
Q0K4E1	COG0834
Q0KCB5	COG0565
Q0KDB0	COG2909
Q0JZR5	COG1167
Q7WXN5	COG4974
Q0K5V9	COG2814
Q0K171	COG1566
Q7WXT2	COG4974
Q0K872	COG5507
Q7WXP0	COG0378
Q0K590	ENOG5033GJU
Q0JYC0	COG0833
Q0K5D3	COG3047
Q0KF20	COG0212
Q0KD48	COG1309
Q0KD34	COG1732
Q0KAN9	COG0456
Q0KCZ2	COG1430
Q0K3V1	COG0346
Q0K108	COG5622
Q0K3K1	COG0529
Q0K3K1	COG2895
Q7WWT6	COG0583
Q0K6E2	COG0488
Q0K424	COG1177
Q0KAH1	COG2076
Q0K8R8	COG3755
Q0K1F3	COG0542
Q0K4R2	COG0583
Q0KB98	COG2010
Q0K423	COG1176
Q0K7S3	ENOG50324B7
Q0K4T6	COG4962
Q0JYZ3	COG1977
Q0K1C2	COG0154
Q0K9F1	COG0306
Q0JY93	COG2366
Q0KBJ3	COG1012
Q0K368	COG0183
Q0K0U7	COG2199
Q0JYB8	COG3041
Q0K5H0	COG5000
Q0K723	COG3038
Q0KDT0	COG1301
Q0K3Y2	COG1853
Q0K1V7	COG4520
Q0JYR0	ENOG502ZESX
Q0KFL1	COG1801
Q0JY16	ENOG5033U3F
Q0K673	COG0493
Q0KBV9	COG5405
Q0KFM1	COG1414
Q0KE26	COG0860
Q0KDK1	COG0765
Q0K7K4	ENOG5032ZGA
Q0K2D0	COG2267
Q0K2W5	COG0591
Q0K406	ENOG502ZV0V
Q0KBL2	COG0747
Q0K1V2	COG2814
Q0KER0	COG3707
Q0KDK0	COG0189
Q0KDK0	COG0769
Q0KBM8	COG0456
Q0KDK5	COG0583
Q0K9X8	COG2866
Q0K6F8	COG0163
Q7WXF0	COG3077
Q0K754	COG0583
Q0K9K9	COG0412
Q0K1D2	COG3781
Q0K7V8	COG4967
Q0JZ38	COG3868
Q0K2M4	COG4235
Q0K411	COG0111
Q0JZ81	COG1902
Q0JYP2	COG0784
Q0JYP2	COG2205
Q0KED7	COG1664
Q0KEB3	COG4392
Q0K2R0	COG0006
Q0K535	ENOG5033X15
Q0K029	COG5553
Q0KEE3	COG2379
Q0KF54	COG0583
Q0KDG1	COG1464
Q0KDF6	COG1522
Q0K374	COG0318
Q0K9D7	ENOG502ZKVP
Q0K7J5	COG0601
Q0KDZ9	COG3232
Q7WX89	COG3245
Q0K5D6	COG0845
Q0K075	COG1304
Q0KA38	COG2914
Q0K945	COG0600
Q0K245	COG2271
Q0K4S9	COG3111
Q0K785	COG0812
Q0JZP4	COG1396
Q0JZP4	COG1917
Q0JZ00	COG1053
Q0JZJ5	COG0835
Q0KER9	COG1612
Q0K2K1	COG1012
Q0K8V7	ENOG50334FZ
Q0K9R6	COG0039
Q0K6L3	COG3203
Q0K2M6	COG0526
Q0K3Y4	COG1846
Q0KBI8	COG4181
Q0K966	COG1160
Q0JYJ6	COG0220
Q0K6D0	COG0163
Q0K8A8	COG0664
Q0K8A8	COG2274
Q0K7C0	COG0410
Q0K714	COG3437
Q0JYG1	COG3518
Q0KDZ0	COG3485
Q0JZA2	COG0577
Q0KFK7	COG0517
Q0JYL9	COG3144
Q0K1C8	COG0456
Q0KFN4	COG1414
Q0K4P6	COG2916
Q0KAA7	COG4638
Q0K2B3	COG2021
Q7WX17	COG0863
Q0K497	COG1804
Q0KC03	COG1638
Q0K8W7	COG2226
Q0K2I4	ENOG50318MJ
Q0K9C1	COG0130
Q0K9M6	COG4237
Q7WX92	COG1131
Q0KBD4	COG3181
Q7WXL9	COG1196
Q0K0Z0	ENOG5032YI0
Q0KE02	COG3203
Q0K177	COG2204
Q0KE70	ENOG5032S0D
Q0KF28	COG2050
Q0JZ41	COG2203
Q0K7X8	COG3844
Q0JYU2	COG3417
Q0KAN6	COG1024
Q0K5W5	COG1014
Q0K5W5	COG4231
Q0K6F0	COG0583
Q0KC59	COG3064
Q0K390	COG1012
Q0KEY5	COG1022
Q0KF33	COG0665
Q0KFA8	COG1651
Q0KA99	COG0318
Q0KA81	COG0645
Q0KA81	COG2187
Q0K2R9	COG1960
Q0KE27	COG0802
Q0K7I9	COG0729
Q0K0R4	COG0784
Q0K0R4	COG2205
Q0K5V8	COG3384
Q0KAA4	COG4948
Q0K8I1	COG1286
Q0JZD4	COG3501
Q0JZD4	COG4253
Q0KCF4	COG0658
Q0KCF4	COG2333
Q0JY41	COG0122
Q0JY41	COG2169
Q0K372	COG0778
Q0K3L0	COG0583
Q0K0M9	COG0236
Q0K0Q2	COG1807
Q0JY51	ENOG5033A2I
Q0K8H7	COG0159
Q0KCM2	ENOG5032YIV
Q0K688	COG0079
Q0K8R3	ENOG5033N0P
Q0KBA0	COG1167
Q0K0V1	COG2031
Q0K511	COG2199
Q0K511	COG5002
Q0KF01	COG1246
Q0KBI0	COG0154
Q0KDL1	COG3842
Q0KA50	COG0589
Q0K5F5	COG2197
Q0JYU8	COG3071
Q0JYR2	COG0826
Q7WXK9	COG5486
Q0K8W8	COG0491
Q0KCQ4	COG0559
Q0KA88	COG2391
Q0KCJ7	COG1420
Q0KFM6	COG5310
Q7WWZ5	COG1459
Q0K9K6	COG1011
Q0JZK7	COG4782
Q0KEP5	COG0457
Q0JYW4	COG2010
Q0K6H0	COG0654
Q0KD03	COG2518
Q0JZD0	COG0477
Q0K5P3	COG0403
Q0K5P3	COG1003
Q0KAS9	COG0251
Q0KAS9	COG5476
Q0KE74	COG0074
Q0K5H8	COG0389
Q0KEB1	COG3178
Q0KAA9	COG0543
Q0KAA9	COG0633
Q0K0R1	COG5126
Q0K8M6	COG3073
Q0K0B0	COG1733
Q7WXT1	COG4974
Q0K5A6	COG0489
Q0K5A6	COG3206
Q0KCM8	COG1250
Q0K1Y0	COG1487
Q0K0I3	ENOG5033FNF
Q0KEP1	COG2802
Q0KCI5	COG2072
Q0KBS1	COG0559
Q0KAI0	COG3181
Q0K895	ENOG503408V
Q0JYD1	COG2164
Q0K4X8	COG1414
Q0K8G1	COG2938
Q0KDJ1	ENOG502ZNPT
Q7WWT2	COG3464
Q0KDX9	ENOG5032Z86
Q0K9D4	COG1024
Q0K551	COG0491
Q0K7C8	COG2986
Q0KCS6	COG1905
Q0JY33	COG1846
Q0KCA6	COG0037
Q0K4C0	COG2030
Q0K3C9	COG1024
Q0KA54	COG2823
Q0K4I2	COG3639
Q0KBK8	COG5652
Q0K3W2	COG3618
Q0K546	COG2421
Q0KBQ6	COG3064
Q0K224	COG1309
Q0JYB1	COG1953
Q7WXQ5	COG3376
Q0JZ66	COG1033
Q0KF64	COG0583
Q0JZK8	ENOG5033F1H
Q0K820	COG3181
Q0K5G8	COG0144
Q0K172	ENOG5033A7D
Q0K004	COG0714
Q7WXP3	COG0409
Q0KCS4	COG1034
Q0K1T8	COG3212
Q0K0R7	ENOG5032ZZD
Q0K472	COG2944
Q0JZ69	COG3394
Q0K3I6	COG1053
Q0JYN9	ENOG5033W61
Q0K9V6	COG1573
Q0K1R2	COG1538
Q0KEW7	COG2921
Q0K6Z5	COG2732
Q0KCH3	COG1959
Q0JZ95	COG3203
Q0K745	COG2378
Q0K3F8	COG4447
Q0K1B3	COG0492
Q0KFG4	COG2050
Q0K2N8	COG0446
Q0K2N8	COG2146
Q0KBK0	COG1546
Q0KA21	COG0575
Q0KB48	COG1845
Q0K9Z0	COG0747
Q0K1Y2	COG3202
Q0K5V5	COG4859
Q0K495	COG1960
Q0KE10	COG1309
Q0K1T6	COG0776
Q0JYE1	COG3203
Q0K8G3	COG0683
Q0KCL2	COG0714
Q0K2J1	COG2814
Q0K3Z6	COG0583
Q0K0E7	COG1062
Q0JZ91	COG0697
Q0K774	COG1802
Q0KA53	COG0045
Q0KA53	COG1042
Q0K4K7	COG4786
Q0KAK3	COG5434
Q0K876	COG0008
Q0K490	COG1028
Q0K9Q7	COG0745
Q0KF62	ENOG5034B5K
Q0KCQ1	COG0410
Q0K4G8	ENOG5031RSV
Q0K1D4	COG2271
Q0KF71	COG3181
