KEGGgene	KO	Organism
reh:H16_A1706	ko:K17734	Cupriavidus
reh:H16_A1090	ko:K11209	Cupriavidus
reh:H16_B2450	ko:K01989	Cupriavidus
reh:H16_A3119	ko:K19621	Cupriavidus
reh:H16_A3117	ko:K19623	Cupriavidus
reh:H16_A3144	ko:K19624	Cupriavidus
reh:H16_A3570	ko:K08738	Cupriavidus
reh:H16_B1048	ko:K08738	Cupriavidus
reh:H16_B0571	ko:K11209	Cupriavidus
reh:H16_A2361	ko:K17713	Cupriavidus
reh:H16_A2503	ko:K17324	Cupriavidus
reh:H16_A3444	ko:K17247	Cupriavidus
reh:H16_B0012	ko:K16692	Cupriavidus
reh:PHG270	ko:K00370	Cupriavidus
reh:H16_A3566	ko:K17222	Cupriavidus
reh:H16_A3563	ko:K17224	Cupriavidus
reh:H16_A3565	ko:K17223	Cupriavidus
reh:H16_A0046	ko:K02029	Cupriavidus
reh:H16_A1039	ko:K17103	Cupriavidus
reh:H16_B1000	ko:K17285	Cupriavidus
reh:H16_A3421	ko:K01990	Cupriavidus
reh:H16_B1041	ko:K01990	Cupriavidus
reh:H16_A1494	ko:K00832	Cupriavidus
reh:H16_A3668	ko:K17686	Cupriavidus
reh:H16_A1976	ko:K17686	Cupriavidus
reh:H16_A2173	ko:K17686	Cupriavidus
reh:H16_B0428	ko:K16165	Cupriavidus
reh:H16_B1912	ko:K15511	Cupriavidus
reh:PHG187	ko:K18828	Cupriavidus
reh:H16_A3330	ko:K19745	Cupriavidus
reh:H16_B1130	ko:K19746	Cupriavidus
reh:H16_A1401	ko:K00254	Cupriavidus
reh:H16_A0364	ko:K07263	Cupriavidus
reh:H16_A0365	ko:K07263	Cupriavidus
reh:H16_A1884	ko:K17760	Cupriavidus
reh:H16_B1495	ko:K17838	Cupriavidus
reh:H16_B0787	ko:K18139	Cupriavidus
reh:H16_A3729	ko:K03585	Cupriavidus
reh:PHG091	ko:K00436	Cupriavidus
reh:H16_B1454	ko:K00127	Cupriavidus
reh:H16_A0925	ko:K18028	Cupriavidus
reh:H16_B0813	ko:K18028	Cupriavidus
reh:H16_A0926	ko:K13995	Cupriavidus
reh:PHG088	ko:K18005	Cupriavidus
reh:H16_A1769	ko:K18902	Cupriavidus
reh:H16_B1390	ko:K01086	Cupriavidus
reh:H16_A0069	ko:K01799	Cupriavidus
reh:H16_A0921	ko:K18029	Cupriavidus
reh:H16_B1997	ko:K01432	Cupriavidus
reh:H16_B0620	ko:K17989	Cupriavidus
reh:H16_A0641	ko:K00124	Cupriavidus
reh:H16_B1859	ko:K15725	Cupriavidus
reh:H16_B0554	ko:K22589	Cupriavidus
reh:PHG090	ko:K18007	Cupriavidus
reh:PHG089	ko:K18006	Cupriavidus
reh:H16_A0438	ko:K03520	Cupriavidus
reh:H16_A0920	ko:K18030	Cupriavidus
reh:H16_A3571	ko:K22622	Cupriavidus
reh:H16_A1631	ko:K14578	Cupriavidus
reh:H16_A1632	ko:K18243	Cupriavidus
reh:H16_A1633	ko:K18242	Cupriavidus
reh:H16_A1358	ko:K18118	Cupriavidus
reh:H16_B2206	ko:K21678	Cupriavidus
reh:H16_A3355	ko:K18139	Cupriavidus
reh:H16_B0876	ko:K22270	Cupriavidus
reh:H16_A0138	ko:K21345	Cupriavidus
reh:H16_A1467	ko:K18302	Cupriavidus
reh:H16_A3120	ko:K19620	Cupriavidus
reh:H16_A0803	ko:K21344	Cupriavidus
reh:H16_A3356	ko:K18138	Cupriavidus
reh:H16_A3730	ko:K18138	Cupriavidus
reh:H16_B0548	ko:K18364	Cupriavidus
reh:H16_B0596	ko:K18366	Cupriavidus
reh:H16_B0814	ko:K13995	Cupriavidus
reh:H16_A3731	ko:K18139	Cupriavidus
reh:H16_B0595	ko:K18365	Cupriavidus
reh:H16_A1114	ko:K00141	Cupriavidus
reh:H16_B1780	ko:K03446	Cupriavidus
reh:PHG032	ko:K07483	Cupriavidus
reh:H16_B2221	ko:K22622	Cupriavidus
reh:H16_B1960	ko:K00138	Cupriavidus
reh:H16_A0131	ko:K18480	Cupriavidus
reh:H16_B2427	ko:K11904	Cupriavidus
reh:H16_B0087	ko:K00249	Cupriavidus
reh:H16_B2328	ko:K24843	Cupriavidus
reh:H16_A1934	ko:K08322	Cupriavidus
reh:H16_A0310	ko:K24967	Cupriavidus
reh:H16_B0644	ko:K18687	Cupriavidus
reh:H16_A0188	ko:K18700	Cupriavidus
reh:H16_A2978	ko:K18661	Cupriavidus
reh:H16_B0974	ko:K18702	Cupriavidus
reh:PHG330	ko:K18640	Cupriavidus
reh:H16_B1965	ko:K05366	Cupriavidus
reh:H16_A3259	ko:K18778	Cupriavidus
reh:H16_A1207	ko:K18850	Cupriavidus
reh:H16_A2881	ko:K02847	Cupriavidus
reh:H16_B1114	ko:K18902	Cupriavidus
reh:PHG381	ko:K07171	Cupriavidus
reh:H16_A2666	ko:K18893	Cupriavidus
reh:H16_B2007	ko:K18829	Cupriavidus
reh:H16_A2676	ko:K18831	Cupriavidus
reh:H16_B0577	ko:K18829	Cupriavidus
reh:H16_A2124	ko:K07171	Cupriavidus
reh:H16_B1861	ko:K07171	Cupriavidus
reh:H16_B2287	ko:K18954	Cupriavidus
reh:H16_B0576	ko:K18828	Cupriavidus
reh:H16_B2374	ko:K07339	Cupriavidus
reh:H16_B2375	ko:K18843	Cupriavidus
reh:H16_B2352	ko:K01971	Cupriavidus
reh:H16_B1113	ko:K18901	Cupriavidus
reh:H16_B1115	ko:K18903	Cupriavidus
reh:PHG374	ko:K03496	Cupriavidus
reh:H16_B2186	ko:K07665	Cupriavidus
reh:H16_B0711	ko:K07062	Cupriavidus
reh:H16_A1662	ko:K19000	Cupriavidus
reh:H16_B0098	ko:K19055	Cupriavidus
reh:H16_A2657	ko:K07050	Cupriavidus
reh:H16_A2776	ko:K19055	Cupriavidus
reh:H16_A2364	ko:K03526	Cupriavidus
reh:H16_A0315	ko:K00820	Cupriavidus
reh:H16_A0595	ko:K18979	Cupriavidus
reh:H16_A2391	ko:K16898	Cupriavidus
reh:H16_A2392	ko:K16899	Cupriavidus
reh:H16_A1803	ko:K18991	Cupriavidus
reh:H16_A0008	ko:K07452	Cupriavidus
reh:PHG171	ko:K07746	Cupriavidus
reh:H16_A0009	ko:K19147	Cupriavidus
reh:H16_A0950	ko:K20074	Cupriavidus
reh:H16_A2675	ko:K19166	Cupriavidus
reh:H16_B2474	ko:K19157	Cupriavidus
reh:H16_A2613	ko:K00571	Cupriavidus
reh:H16_A0997	ko:K22468	Cupriavidus
reh:H16_A2929	ko:K07062	Cupriavidus
reh:H16_A3381	ko:K07062	Cupriavidus
reh:H16_A1811	ko:K19168	Cupriavidus
reh:PHG170	ko:K07448	Cupriavidus
reh:H16_A0014	ko:K07451	Cupriavidus
reh:H16_A2969	ko:K19221	Cupriavidus
reh:H16_A2369	ko:K19416	Cupriavidus
reh:H16_A1554	ko:K01066	Cupriavidus
reh:H16_B2278	ko:K19344	Cupriavidus
reh:H16_B1691	ko:K06133	Cupriavidus
reh:H16_A2560	ko:K04771	Cupriavidus
reh:H16_A0421	ko:K01992	Cupriavidus
reh:H16_B2115	ko:K19338	Cupriavidus
reh:H16_B1210	ko:K19337	Cupriavidus
reh:PHG247	ko:K19342	Cupriavidus
reh:H16_B2279	ko:K19345	Cupriavidus
reh:H16_B0159	ko:K04771	Cupriavidus
reh:H16_B0633	ko:K01066	Cupriavidus
reh:H16_A1177	ko:K19337	Cupriavidus
reh:H16_A1707	ko:K07062	Cupriavidus
reh:H16_B1701	ko:K22515	Cupriavidus
reh:H16_B0594	ko:K03787	Cupriavidus
reh:PHG251	ko:K19339	Cupriavidus
reh:PHG249	ko:K19340	Cupriavidus
reh:PHG248	ko:K19341	Cupriavidus
reh:PHG019	ko:K19641	Cupriavidus
reh:H16_A3118	ko:K19622	Cupriavidus
reh:PHG018	ko:K19640	Cupriavidus
reh:PHG022	ko:K19661	Cupriavidus
reh:H16_A1695	ko:K19577	Cupriavidus
reh:H16_A2411	ko:K19577	Cupriavidus
reh:H16_B2260	ko:K19577	Cupriavidus
reh:H16_A0252	ko:K00799	Cupriavidus
reh:H16_A1562	ko:K08319	Cupriavidus
reh:H16_B0836	ko:K19670	Cupriavidus
reh:H16_A0507	ko:K00992	Cupriavidus
reh:H16_B1948	ko:K19670	Cupriavidus
reh:H16_A2861	ko:K00799	Cupriavidus
reh:H16_A2473	ko:K00059	Cupriavidus
reh:H16_B1378	ko:K07302	Cupriavidus
reh:H16_A1801	ko:K11209	Cupriavidus
reh:H16_A2290	ko:K19784	Cupriavidus
reh:H16_A0458	ko:K06131	Cupriavidus
reh:H16_B1107	ko:K06132	Cupriavidus
reh:H16_B2471	ko:K06132	Cupriavidus
reh:H16_A2546	ko:K08744	Cupriavidus
reh:H16_A3554	ko:K15777	Cupriavidus
reh:H16_A0801	ko:K19804	Cupriavidus
reh:H16_A0800	ko:K08992	Cupriavidus
reh:H16_B0800	ko:K16320	Cupriavidus
reh:H16_B1473	ko:K01451	Cupriavidus
reh:H16_B0605	ko:K01451	Cupriavidus
reh:H16_B0739	ko:K21607	Cupriavidus
reh:PHG240	ko:K21636	Cupriavidus
reh:H16_A0691	ko:K17061	Cupriavidus
reh:H16_A0692	ko:K17060	Cupriavidus
reh:H16_A1519	ko:K20034	Cupriavidus
reh:H16_A0204	ko:K09796	Cupriavidus
reh:H16_B1332	ko:K20035	Cupriavidus
reh:H16_A0816	ko:K20035	Cupriavidus
reh:H16_A0884	ko:K12132	Cupriavidus
reh:H16_A1907	ko:K20455	Cupriavidus
reh:PHG358	ko:K20531	Cupriavidus
reh:PHG362	ko:K20530	Cupriavidus
reh:PHG361	ko:K20529	Cupriavidus
reh:PHG357	ko:K20532	Cupriavidus
reh:H16_A0725	ko:K20534	Cupriavidus
reh:H16_A1908	ko:K09788	Cupriavidus
reh:H16_A2894	ko:K20534	Cupriavidus
reh:H16_A0405	ko:K07335	Cupriavidus
reh:H16_A0636	ko:K14060	Cupriavidus
reh:H16_B0581	ko:K15725	Cupriavidus
reh:H16_B1209	ko:K06015	Cupriavidus
reh:H16_B1564	ko:K06044	Cupriavidus
reh:PHG356	ko:K20533	Cupriavidus
reh:H16_A2335	ko:K20712	Cupriavidus
reh:H16_B0318	ko:K22129	Cupriavidus
reh:H16_A1558	ko:K22131	Cupriavidus
reh:H16_A3601	ko:K11529	Cupriavidus
reh:H16_A2132	ko:K11529	Cupriavidus
reh:H16_A0478	ko:K11529	Cupriavidus
reh:H16_B1560	ko:K01214	Cupriavidus
reh:H16_A3455	ko:K04084	Cupriavidus
reh:H16_B2204	ko:K21006	Cupriavidus
reh:H16_B2202	ko:K21008	Cupriavidus
reh:H16_B2200	ko:K21010	Cupriavidus
reh:H16_B2199	ko:K21011	Cupriavidus
reh:H16_A2905	ko:K16011	Cupriavidus
reh:H16_A2164	ko:K21135	Cupriavidus
reh:H16_A0578	ko:K20940	Cupriavidus
reh:H16_A1014	ko:K21053	Cupriavidus
reh:H16_A2518	ko:K21021	Cupriavidus
reh:H16_B0322	ko:K13877	Cupriavidus
reh:H16_B2198	ko:K21012	Cupriavidus
reh:H16_B2203	ko:K21007	Cupriavidus
reh:H16_B2201	ko:K21009	Cupriavidus
reh:H16_B0212	ko:K13877	Cupriavidus
reh:H16_B0130	ko:K13877	Cupriavidus
reh:H16_A2165	ko:K21133	Cupriavidus
reh:H16_A0330	ko:K21029	Cupriavidus
reh:H16_A1291	ko:K00249	Cupriavidus
reh:H16_B2194	ko:K22083	Cupriavidus
reh:H16_A0955	ko:K01139	Cupriavidus
reh:H16_A1271	ko:K22468	Cupriavidus
reh:H16_B2249	ko:K03636	Cupriavidus
reh:H16_A3367	ko:K24206	Cupriavidus
reh:H16_B0144	ko:K21416	Cupriavidus
reh:H16_B0145	ko:K21417	Cupriavidus
reh:H16_B1905	ko:K07546	Cupriavidus
reh:H16_A2175	ko:K03892	Cupriavidus
reh:H16_A2178	ko:K03741	Cupriavidus
reh:H16_B1962	ko:K21405	Cupriavidus
reh:H16_B1604	ko:K03651	Cupriavidus
reh:H16_B1491	ko:K21472	Cupriavidus
reh:H16_B1055	ko:K21405	Cupriavidus
reh:H16_B0712	ko:K22044	Cupriavidus
reh:H16_A1402	ko:K21420	Cupriavidus
reh:H16_B0142	ko:K21405	Cupriavidus
reh:H16_A0537	ko:K21470	Cupriavidus
reh:H16_B1753	ko:K01451	Cupriavidus
reh:H16_A0073	ko:K01451	Cupriavidus
reh:PHG262	ko:K21563	Cupriavidus
reh:H16_A2928	ko:K21495	Cupriavidus
reh:H16_B1572	ko:K07334	Cupriavidus
reh:H16_B1573	ko:K21498	Cupriavidus
reh:H16_A0090	ko:K21645	Cupriavidus
reh:H16_B1396	ko:K21703	Cupriavidus
reh:H16_A1925	ko:K10026	Cupriavidus
reh:H16_B0839	ko:K10914	Cupriavidus
reh:H16_B1705	ko:K21703	Cupriavidus
reh:H16_B0710	ko:K21495	Cupriavidus
reh:H16_B1242	ko:K10914	Cupriavidus
reh:H16_A0470	ko:K21645	Cupriavidus
reh:H16_A1965	ko:K21757	Cupriavidus
reh:H16_B0535	ko:K21757	Cupriavidus
reh:H16_A3667	ko:K19591	Cupriavidus
reh:H16_A0635	ko:K21929	Cupriavidus
reh:H16_A1561	ko:K21948	Cupriavidus
reh:H16_B1075	ko:K21883	Cupriavidus
reh:H16_A2116	ko:K21929	Cupriavidus
reh:H16_B0319	ko:K22024	Cupriavidus
reh:H16_A2180	ko:K03892	Cupriavidus
reh:H16_B1855	ko:K05802	Cupriavidus
reh:H16_B2568	ko:K03442	Cupriavidus
reh:H16_A1557	ko:K22025	Cupriavidus
reh:H16_A0359	ko:K15576	Cupriavidus
reh:H16_A1560	ko:K22130	Cupriavidus
reh:H16_A2799	ko:K22132	Cupriavidus
reh:H16_A3307	ko:K01692	Cupriavidus
reh:H16_A0927	ko:K22294	Cupriavidus
reh:H16_B2192	ko:K22081	Cupriavidus
reh:H16_B2193	ko:K22082	Cupriavidus
reh:H16_B2129	ko:K22443	Cupriavidus
reh:H16_B2135	ko:K22444	Cupriavidus
reh:H16_A2586	ko:K00090	Cupriavidus
reh:H16_B0213	ko:K13876	Cupriavidus
reh:H16_A2899	ko:K22252	Cupriavidus
reh:H16_A1145	ko:K10215	Cupriavidus
reh:H16_A0786	ko:K22292	Cupriavidus
reh:H16_A0929	ko:K22296	Cupriavidus
reh:H16_A3615	ko:K02495	Cupriavidus
reh:H16_B2227	ko:K22303	Cupriavidus
reh:H16_A0352	ko:K02257	Cupriavidus
reh:PHG420	ko:K00615	Cupriavidus
reh:H16_A3063	ko:K00611	Cupriavidus
reh:H16_A1125	ko:K11206	Cupriavidus
reh:H16_B0163	ko:K22452	Cupriavidus
reh:H16_A1212	ko:K22468	Cupriavidus
reh:H16_B0762	ko:K22736	Cupriavidus
reh:H16_A0555	ko:K01423	Cupriavidus
reh:H16_A0211	ko:K00641	Cupriavidus
reh:H16_A1586	ko:K22879	Cupriavidus
reh:H16_A3582	ko:K01069	Cupriavidus
reh:H16_A0124	ko:K23123	Cupriavidus
reh:H16_A0125	ko:K23124	Cupriavidus
reh:H16_B1643	ko:K13014	Cupriavidus
reh:H16_B0860	ko:K05301	Cupriavidus
reh:H16_B1801	ko:K04063	Cupriavidus
reh:H16_A1600	ko:K13444	Cupriavidus
reh:H16_A2247	ko:K23163	Cupriavidus
reh:H16_B1947	ko:K00206	Cupriavidus
reh:H16_A1533	ko:K23256	Cupriavidus
reh:H16_B0833	ko:K00206	Cupriavidus
reh:H16_B0157	ko:K04063	Cupriavidus
reh:H16_A0312	ko:K02804	Cupriavidus
reh:H16_A1979	ko:K22468	Cupriavidus
reh:H16_A1285	ko:K12976	Cupriavidus
reh:PHG020	ko:K23548	Cupriavidus
reh:H16_A1552	ko:K23518	Cupriavidus
reh:H16_A0937	ko:K23535	Cupriavidus
reh:H16_A1011	ko:K23541	Cupriavidus
reh:PHG021	ko:K23549	Cupriavidus
reh:H16_A0936	ko:K23536	Cupriavidus
reh:H16_B0217	ko:K12661	Cupriavidus
reh:H16_B0158	ko:K23775	Cupriavidus
reh:H16_B0832	ko:K02445	Cupriavidus
reh:H16_A1337	ko:K00951	Cupriavidus
reh:H16_A2536	ko:K11477	Cupriavidus
reh:H16_A1663	ko:K23775	Cupriavidus
reh:H16_B0228	ko:K05874	Cupriavidus
reh:H16_B0757	ko:K23948	Cupriavidus
reh:H16_A3362	ko:K07043	Cupriavidus
reh:H16_A0311	ko:K23993	Cupriavidus
reh:H16_A0324	ko:K02793	Cupriavidus
reh:H16_A2714	ko:K06911	Cupriavidus
reh:H16_A1956	ko:K01501	Cupriavidus
reh:PHG120	ko:K02510	Cupriavidus
reh:H16_A0939	ko:K06911	Cupriavidus
reh:H16_B1985	ko:K04063	Cupriavidus
reh:H16_A3267	ko:K24138	Cupriavidus
reh:H16_B1097	ko:K24136	Cupriavidus
reh:PHG392	ko:K07795	Cupriavidus
reh:H16_B2168	ko:K00091	Cupriavidus
reh:H16_A2717	ko:K11927	Cupriavidus
reh:H16_B0555	ko:K14415	Cupriavidus
reh:H16_B2091	ko:K15540	Cupriavidus
reh:H16_B1820	ko:K07795	Cupriavidus
reh:H16_A0249	ko:K01934	Cupriavidus
reh:H16_A0349	ko:K14998	Cupriavidus
reh:H16_A2114	ko:K08227	Cupriavidus
reh:H16_B1265	ko:K10844	Cupriavidus
reh:H16_A0172	ko:K00248	Cupriavidus
reh:H16_A1007	ko:K24206	Cupriavidus
reh:H16_B2228	ko:K24116	Cupriavidus
reh:H16_A1610	ko:K07085	Cupriavidus
reh:H16_A2819	ko:K24158	Cupriavidus
reh:H16_A3691	ko:K11250	Cupriavidus
reh:H16_B0358	ko:K24012	Cupriavidus
reh:H16_B2239	ko:K24158	Cupriavidus
reh:H16_B1070	ko:K09023	Cupriavidus
reh:H16_A1495	ko:K23463	Cupriavidus
reh:H16_A1696	ko:K10680	Cupriavidus
reh:H16_B2164	ko:K10680	Cupriavidus
reh:H16_A1518	ko:K08997	Cupriavidus
reh:H16_A0594	ko:K13936	Cupriavidus
reh:H16_A1286	ko:K06911	Cupriavidus
reh:H16_A1394	ko:K19244	Cupriavidus
reh:H16_A3379	ko:K24206	Cupriavidus
reh:H16_A0806	ko:K09016	Cupriavidus
reh:H16_A2708	ko:K24180	Cupriavidus
reh:H16_B0232	ko:K03776	Cupriavidus
reh:H16_A0740	ko:K06596	Cupriavidus
reh:H16_B2330	ko:K24844	Cupriavidus
reh:PHG257	ko:K24844	Cupriavidus
reh:H16_B2329	ko:K24845	Cupriavidus
reh:PHG256	ko:K24845	Cupriavidus
reh:H16_A2686	ko:K11003	Cupriavidus
reh:H16_A2684	ko:K11004	Cupriavidus
reh:H16_B2233	ko:K00166	Cupriavidus
reh:PHG255	ko:K24843	Cupriavidus
reh:H16_B2283	ko:K24868	Cupriavidus
reh:H16_B1863	ko:K24700	Cupriavidus
reh:H16_A0466	ko:K24821	Cupriavidus
reh:H16_B2281	ko:K22225	Cupriavidus
reh:H16_B1222	ko:K12976	Cupriavidus
reh:H16_B2234	ko:K00167	Cupriavidus
reh:H16_B0936	ko:K16348	Cupriavidus
reh:H16_B2280	ko:K22225	Cupriavidus
reh:H16_B2282	ko:K22225	Cupriavidus
reh:H16_B2284	ko:K24867	Cupriavidus
reh:H16_B2054	ko:K07794	Cupriavidus
reh:H16_B2053	ko:K07793	Cupriavidus
reh:H16_B0578	ko:K23773	Cupriavidus
reh:H16_B1814	ko:K07795	Cupriavidus
reh:H16_A2980	ko:K07795	Cupriavidus
reh:H16_A3225	ko:K06147	Cupriavidus
syf:Synpcc7942_1920	ko:K01869	Synechococcus
syf:Synpcc7942_0817	ko:K03711	Synechococcus
syf:Synpcc7942_0987	ko:K03711	Synechococcus
syf:Synpcc7942_1803	ko:K03711	Synechococcus
syf:Synpcc7942_2170	ko:K03711	Synechococcus
syf:Synpcc7942_1229	ko:K05936	Synechococcus
syf:Synpcc7942_1935	ko:K02654	Synechococcus
syf:Synpcc7942_0580	ko:K05515	Synechococcus
syf:Synpcc7942_1733	ko:K09012	Synechococcus
syf:Synpcc7942_1944	ko:K00161	Synechococcus
syf:Synpcc7942_1342	ko:K01711	Synechococcus
syf:Synpcc7942_2386	ko:K04654	Synechococcus
syf:Synpcc7942_2393	ko:K01885	Synechococcus
syf:Synpcc7942_2396	ko:K07015	Synechococcus
syf:Synpcc7942_2398	ko:K07447	Synechococcus
syf:Synpcc7942_2421	ko:K07243	Synechococcus
syf:Synpcc7942_2423	ko:K03495	Synechococcus
syf:Synpcc7942_2428	ko:K03559	Synechococcus
syf:Synpcc7942_2429	ko:K03561	Synechococcus
syf:Synpcc7942_2434	ko:K01653	Synechococcus
syf:Synpcc7942_2436	ko:K07304	Synechococcus
syf:Synpcc7942_2437	ko:K01870	Synechococcus
syf:Synpcc7942_2441	ko:K02036	Synechococcus
syf:Synpcc7942_2442	ko:K02038	Synechococcus
syf:Synpcc7942_2443	ko:K02037	Synechococcus
syf:Synpcc7942_2444	ko:K02040	Synechococcus
syf:Synpcc7942_2445	ko:K02040	Synechococcus
syf:Synpcc7942_2448	ko:K03665	Synechococcus
syf:Synpcc7942_2450	ko:K02666	Synechococcus
syf:Synpcc7942_2452	ko:K02663	Synechococcus
syf:Synpcc7942_2453	ko:K02662	Synechococcus
syf:Synpcc7942_2457	ko:K01878	Synechococcus
syf:Synpcc7942_2458	ko:K02238	Synechococcus
syf:Synpcc7942_2466	ko:K02483	Synechococcus
syf:Synpcc7942_2467	ko:K00014	Synechococcus
syf:Synpcc7942_2471	ko:K03625	Synechococcus
syf:Synpcc7942_2472	ko:K03110	Synechococcus
syf:Synpcc7942_2473	ko:K07315	Synechococcus
syf:Synpcc7942_2475	ko:K01755	Synechococcus
syf:Synpcc7942_2492	ko:K01996	Synechococcus
syf:Synpcc7942_2493	ko:K01995	Synechococcus
syf:Synpcc7942_2494	ko:K01998	Synechococcus
syf:Synpcc7942_2495	ko:K01997	Synechococcus
syf:Synpcc7942_2496	ko:K01999	Synechococcus
syf:Synpcc7942_2498	ko:K07192	Synechococcus
syf:Synpcc7942_2503	ko:K00218	Synechococcus
syf:Synpcc7942_2506	ko:K00390	Synechococcus
syf:Synpcc7942_2510	ko:K02518	Synechococcus
syf:Synpcc7942_2513	ko:K06971	Synechococcus
syf:Synpcc7942_2515	ko:K03657	Synechococcus
syf:Synpcc7942_2518	ko:K00703	Synechococcus
syf:Synpcc7942_2521	ko:K07175	Synechococcus
syf:Synpcc7942_2524	ko:K03545	Synechococcus
syf:Synpcc7942_2526	ko:K03544	Synechococcus
syf:Synpcc7942_2530	ko:K02967	Synechococcus
syf:Synpcc7942_2531	ko:K02357	Synechococcus
syf:Synpcc7942_2541	ko:K02884	Synechococcus
syf:Synpcc7942_2548	ko:K01704	Synechococcus
syf:Synpcc7942_2551	ko:K04656	Synechococcus
syf:Synpcc7942_2552	ko:K04652	Synechococcus
syf:Synpcc7942_2553	ko:K04651	Synechococcus
syf:Synpcc7942_2557	ko:K05588	Synechococcus
syf:Synpcc7942_2558	ko:K04487	Synechococcus
syf:Synpcc7942_2559	ko:K02939	Synechococcus
syf:Synpcc7942_2563	ko:K03546	Synechococcus
syf:Synpcc7942_2564	ko:K02160	Synechococcus
syf:Synpcc7942_2565	ko:K02356	Synechococcus
syf:Synpcc7942_2566	ko:K01802	Synechococcus
syf:Synpcc7942_2570	ko:K01866	Synechococcus
syf:Synpcc7942_2577	ko:K07106	Synechococcus
syf:Synpcc7942_2580	ko:K04043	Synechococcus
syf:Synpcc7942_2581	ko:K02639	Synechococcus
syf:Synpcc7942_2582	ko:K01092	Synechococcus
syf:Synpcc7942_2588	ko:K03182	Synechococcus
syf:Synpcc7942_2601	ko:K02259	Synechococcus
syf:Synpcc7942_2602	ko:K02275	Synechococcus
syf:Synpcc7942_2603	ko:K02274	Synechococcus
syf:Synpcc7942_2604	ko:K02276	Synechococcus
syf:Synpcc7942_2606	ko:K01868	Synechococcus
syf:Synpcc7942_2612	ko:K01733	Synechococcus
syf:Synpcc7942_B2615	ko:K07075	Synechococcus
syf:Synpcc7942_B2663	ko:K00640	Synechococcus
syf:Synpcc7942_B2664	ko:K01738	Synechococcus
syf:Synpcc7942_B2622	ko:K07240	Synechococcus
syf:Synpcc7942_B2623	ko:K01738	Synechococcus
syf:Synpcc7942_B2624	ko:K00681	Synechococcus
syf:Synpcc7942_0332	ko:K02110	Synechococcus
syf:Synpcc7942_0333	ko:K02109	Synechococcus
syf:Synpcc7942_0334	ko:K02109	Synechococcus
syf:Synpcc7942_0335	ko:K02113	Synechococcus
syf:Synpcc7942_0336	ko:K02111	Synechococcus
syf:Synpcc7942_0338	ko:K02639	Synechococcus
syf:Synpcc7942_0340	ko:K07052	Synechococcus
syf:Synpcc7942_0328	ko:K02096	Synechococcus
syf:Synpcc7942_0331	ko:K02108	Synechococcus
syf:Synpcc7942_0346	ko:K05810	Synechococcus
syf:Synpcc7942_0348	ko:K03553	Synechococcus
syf:Synpcc7942_0350	ko:K02065	Synechococcus
syf:Synpcc7942_0351	ko:K02067	Synechococcus
syf:Synpcc7942_0352	ko:K07305	Synechococcus
syf:Synpcc7942_0353	ko:K03453	Synechococcus
syf:Synpcc7942_0354	ko:K05349	Synechococcus
syf:Synpcc7942_0355	ko:K02834	Synechococcus
syf:Synpcc7942_0367	ko:K03453	Synechococcus
syf:Synpcc7942_0368	ko:K03601	Synechococcus
syf:Synpcc7942_0369	ko:K00274	Synechococcus
syf:Synpcc7942_0378	ko:K02066	Synechococcus
syf:Synpcc7942_0387	ko:K06925	Synechococcus
syf:Synpcc7942_0390	ko:K07240	Synechococcus
syf:Synpcc7942_0394	ko:K00981	Synechococcus
syf:Synpcc7942_0400	ko:K01658	Synechococcus
syf:Synpcc7942_0401	ko:K00901	Synechococcus
syf:Synpcc7942_0402	ko:K07042	Synechococcus
syf:Synpcc7942_0404	ko:K02836	Synechococcus
syf:Synpcc7942_0405	ko:K02340	Synechococcus
syf:Synpcc7942_0407	ko:K02698	Synechococcus
syf:Synpcc7942_0411	ko:K01695	Synechococcus
syf:Synpcc7942_0424	ko:K02703	Synechococcus
syf:Synpcc7942_0426	ko:K06024	Synechococcus
syf:Synpcc7942_2220	ko:K02931	Synechococcus
syf:Synpcc7942_1332	ko:K10026	Synechococcus
syf:Synpcc7942_0774	ko:K08680	Synechococcus
syf:Synpcc7942_0184	ko:K03306	Synechococcus
syf:Synpcc7942_0190	ko:K02188	Synechococcus
syf:Synpcc7942_0194	ko:K02335	Synechococcus
syf:Synpcc7942_0198	ko:K03885	Synechococcus
syf:Synpcc7942_0202	ko:K00404	Synechococcus
syf:Synpcc7942_0209	ko:K06287	Synechococcus
syf:Synpcc7942_0211	ko:K02232	Synechococcus
syf:Synpcc7942_0216	ko:K00344	Synechococcus
syf:Synpcc7942_0224	ko:K02715	Synechococcus
syf:Synpcc7942_0225	ko:K02709	Synechococcus
syf:Synpcc7942_0226	ko:K03116	Synechococcus
syf:Synpcc7942_0227	ko:K01056	Synechococcus
syf:Synpcc7942_0232	ko:K00800	Synechococcus
syf:Synpcc7942_0240	ko:K02095	Synechococcus
syf:Synpcc7942_0242	ko:K07301	Synechococcus
syf:Synpcc7942_0254	ko:K02469	Synechococcus
syf:Synpcc7942_0156	ko:K01835	Synechococcus
syf:Synpcc7942_0160	ko:K03595	Synechococcus
syf:Synpcc7942_0169	ko:K01915	Synechococcus
syf:Synpcc7942_0171	ko:K01738	Synechococcus
syf:Synpcc7942_0174	ko:K07056	Synechococcus
syf:Synpcc7942_0177	ko:K01992	Synechococcus
syf:Synpcc7942_0178	ko:K01990	Synechococcus
syf:Synpcc7942_0179	ko:K06878	Synechococcus
