Organism	Metabolite	Conc	Module	Relation	Interactions	Description
Cupriavidus	ATP	High	M00718	External	0	Multidrug resistance, efflux pump MexAB-OprM
Cupriavidus	ATP	High	M00844	Internal	0	Arginine biosynthesis, ornithine => arginine
Cupriavidus	ATP	High	M00845	Internal	0	Arginine biosynthesis, glutamate => acetylcitrulline => arginine
Cupriavidus	ATP	High	M00849	Internal	0	C5 isoprenoid biosynthesis, mevalonate pathway, archaea
Cupriavidus	ATP	High	M00866	External	0	KDO2-lipid A biosynthesis, Raetz pathway, non-LpxL-LpxM type
Cupriavidus	ATP	High	M00880	Internal	0	Molybdenum cofactor biosynthesis, GTP => molybdenum cofactor
Cupriavidus	ATP	High	M00912	Internal	0	NAD biosynthesis, tryptophan => quinolinate => NAD
Cupriavidus	ATP	Low	M00001	Internal	0	Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate
Cupriavidus	ATP	Low	M00002	Internal	0	Glycolysis, core module involving three-carbon compounds
Cupriavidus	ATP	Low	M00003	Internal	0	Gluconeogenesis, oxaloacetate => fructose-6P
Cupriavidus	ATP	Low	M00004	External	0	Pentose phosphate pathway (Pentose phosphate cycle)
Cupriavidus	ATP	Low	M00006	External	0	Pentose phosphate pathway, oxidative phase, glucose 6P => ribulose 5P
Cupriavidus	ATP	Low	M00007	External	0	Pentose phosphate pathway, non-oxidative phase, fructose 6P => ribose 5P
Cupriavidus	ATP	Low	M00008	External	0	Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate
Cupriavidus	ATP	Low	M00013	External	0	Malonate semialdehyde pathway, propanoyl-CoA => acetyl-CoA
Cupriavidus	ATP	Low	M00015	Internal	0	Proline biosynthesis, glutamate => proline
Cupriavidus	ATP	Low	M00016	Internal	0	Lysine biosynthesis, succinyl-DAP pathway, aspartate => lysine
Cupriavidus	ATP	Low	M00019	External	0	Valine/isoleucine biosynthesis, pyruvate => valine / 2-oxobutanoate => isoleucine
Cupriavidus	ATP	Low	M00022	Internal	0	Shikimate pathway, phosphoenolpyruvate + erythrose-4P => chorismate
Cupriavidus	ATP	Low	M00027	External	0	GABA (gamma-Aminobutyrate) shunt
Cupriavidus	ATP	Low	M00029	Internal	0	Urea cycle
Cupriavidus	ATP	Low	M00036	Internal	0	Leucine degradation, leucine => acetoacetate + acetyl-CoA
Cupriavidus	ATP	Low	M00049	Internal	0	Adenine ribonucleotide biosynthesis, IMP => ADP,ATP
Cupriavidus	ATP	Low	M00050	Internal	0	Guanine ribonucleotide biosynthesis, IMP => GDP,GTP
Cupriavidus	ATP	Low	M00060	Internal	0	KDO2-lipid A biosynthesis, Raetz pathway, LpxL-LpxM type
Cupriavidus	ATP	Low	M00064	Internal	0	ADP-L-glycero-D-manno-heptose biosynthesis
Cupriavidus	ATP	Low	M00082	Internal	0	Fatty acid biosynthesis, initiation
Cupriavidus	ATP	Low	M00083	External	0	Fatty acid biosynthesis, elongation
Cupriavidus	ATP	Low	M00087	External	0	beta-Oxidation
Cupriavidus	ATP	Low	M00088	External	0	Ketone body biosynthesis, acetyl-CoA => acetoacetate/3-hydroxybutyrate/acetone
Cupriavidus	ATP	Low	M00095	Internal	0	C5 isoprenoid biosynthesis, mevalonate pathway
Cupriavidus	ATP	Low	M00096	Internal	0	C5 isoprenoid biosynthesis, non-mevalonate pathway
Cupriavidus	ATP	Low	M00115	Internal	0	NAD biosynthesis, aspartate => quinolinate => NAD
Cupriavidus	ATP	Low	M00119	Internal	0	Pantothenate biosynthesis, valine/L-aspartate => pantothenate
Cupriavidus	ATP	Low	M00123	Internal	0	Biotin biosynthesis, pimeloyl-ACP/CoA => biotin
Cupriavidus	ATP	Low	M00124	External	0	Pyridoxal-P biosynthesis, erythrose-4P => pyridoxal-P
Cupriavidus	ATP	Low	M00135	External	0	GABA biosynthesis, eukaryotes, putrescine => GABA
Cupriavidus	ATP	Low	M00144	External	0	NADH:quinone oxidoreductase, prokaryotes
Cupriavidus	ATP	Low	M00165	Internal	0	Reductive pentose phosphate cycle (Calvin cycle)
Cupriavidus	ATP	Low	M00167	External	0	Reductive pentose phosphate cycle, glyceraldehyde-3P => ribulose-5P
Cupriavidus	ATP	Low	M00176	Internal	0	Assimilatory sulfate reduction, sulfate => H2S
Cupriavidus	ATP	Low	M00344	Internal	0	Formaldehyde assimilation, xylulose monophosphate pathway
Cupriavidus	ATP	Low	M00345	Internal	0	Formaldehyde assimilation, ribulose monophosphate pathway
Cupriavidus	ATP	Low	M00346	Internal	0	Formaldehyde assimilation, serine pathway
Cupriavidus	ATP	Low	M00357	Internal	0	Methanogenesis, acetate => methane
Cupriavidus	ATP	Low	M00373	Internal	0	Ethylmalonyl pathway
Cupriavidus	ATP	Low	M00374	Internal	0	Dicarboxylate-hydroxybutyrate cycle
Cupriavidus	ATP	Low	M00375	Internal	0	Hydroxypropionate-hydroxybutylate cycle
Cupriavidus	ATP	Low	M00432	External	0	Leucine biosynthesis, 2-oxoisovalerate => 2-oxoisocaproate
Cupriavidus	ATP	Low	M00525	Internal	0	Lysine biosynthesis, acetyl-DAP pathway, aspartate => lysine
Cupriavidus	ATP	Low	M00526	Internal	0	Lysine biosynthesis, DAP dehydrogenase pathway, aspartate => lysine
Cupriavidus	ATP	Low	M00527	Internal	0	Lysine biosynthesis, DAP aminotransferase pathway, aspartate => lysine
Cupriavidus	ATP	Low	M00529	External	0	Denitrification, nitrate => nitrogen
Cupriavidus	ATP	Low	M00530	External	0	Dissimilatory nitrate reduction, nitrate => ammonia
Cupriavidus	ATP	Low	M00535	External	0	Isoleucine biosynthesis, pyruvate => 2-oxobutanoate
Cupriavidus	ATP	Low	M00537	External	0	Xylene degradation, xylene => methylbenzoate
Cupriavidus	ATP	Low	M00538	External	0	Toluene degradation, toluene => benzoate
Cupriavidus	ATP	Low	M00555	External	0	Betaine biosynthesis, choline => betaine
Cupriavidus	ATP	Low	M00568	External	0	Catechol ortho-cleavage, catechol => 3-oxoadipate
Cupriavidus	ATP	Low	M00570	External	0	Isoleucine biosynthesis, threonine => 2-oxobutanoate => isoleucine
Cupriavidus	ATP	Low	M00572	External	0	Pimeloyl-ACP biosynthesis, BioC-BioH pathway, malonyl-ACP => pimeloyl-ACP
Cupriavidus	ATP	Low	M00577	Internal	0	Biotin biosynthesis, BioW pathway, pimelate => pimeloyl-CoA => biotin
Cupriavidus	ATP	Low	M00718	External	0	Multidrug resistance, efflux pump MexAB-OprM
Cupriavidus	ATP	Low	M00745	External	0	Imipenem resistance, repression of porin OprD
Cupriavidus	ATP	Low	M00844	Internal	0	Arginine biosynthesis, ornithine => arginine
Cupriavidus	ATP	Low	M00845	Internal	0	Arginine biosynthesis, glutamate => acetylcitrulline => arginine
Cupriavidus	ATP	Low	M00849	Internal	0	C5 isoprenoid biosynthesis, mevalonate pathway, archaea
Cupriavidus	ATP	Low	M00866	External	0	KDO2-lipid A biosynthesis, Raetz pathway, non-LpxL-LpxM type
Cupriavidus	ATP	Low	M00873	External	0	Fatty acid biosynthesis in mitochondria, animals
Cupriavidus	ATP	Low	M00874	External	0	Fatty acid biosynthesis in mitochondria, fungi
Cupriavidus	ATP	Low	M00880	Internal	0	Molybdenum cofactor biosynthesis, GTP => molybdenum cofactor
Cupriavidus	ATP	Low	M00912	Internal	0	NAD biosynthesis, tryptophan => quinolinate => NAD
Cupriavidus	ATP	Low	M00913	Internal	0	Pantothenate biosynthesis, 2-oxoisovalerate/spermine => pantothenate
Cupriavidus	Cit	High	M00006	External	0	Pentose phosphate pathway, oxidative phase, glucose 6P => ribulose 5P
Cupriavidus	Cit	High	M00008	External	0	Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate
Cupriavidus	Cit	High	M00016	External	0	Lysine biosynthesis, succinyl-DAP pathway, aspartate => lysine
Cupriavidus	Cit	High	M00022	External	0	Shikimate pathway, phosphoenolpyruvate + erythrose-4P => chorismate
Cupriavidus	Cit	High	M00027	External	0	GABA (gamma-Aminobutyrate) shunt
Cupriavidus	Cit	High	M00060	External	0	KDO2-lipid A biosynthesis, Raetz pathway, LpxL-LpxM type
Cupriavidus	Cit	High	M00064	External	0	ADP-L-glycero-D-manno-heptose biosynthesis
Cupriavidus	Cit	High	M00083	External	0	Fatty acid biosynthesis, elongation
Cupriavidus	Cit	High	M00087	External	0	beta-Oxidation
Cupriavidus	Cit	High	M00096	External	0	C5 isoprenoid biosynthesis, non-mevalonate pathway
Cupriavidus	Cit	High	M00115	External	0	NAD biosynthesis, aspartate => quinolinate => NAD
Cupriavidus	Cit	High	M00123	External	0	Biotin biosynthesis, pimeloyl-ACP/CoA => biotin
Cupriavidus	Cit	High	M00124	External	0	Pyridoxal-P biosynthesis, erythrose-4P => pyridoxal-P
Cupriavidus	Cit	High	M00135	External	0	GABA biosynthesis, eukaryotes, putrescine => GABA
Cupriavidus	Cit	High	M00144	External	0	NADH:quinone oxidoreductase, prokaryotes
Cupriavidus	Cit	High	M00432	External	0	Leucine biosynthesis, 2-oxoisovalerate => 2-oxoisocaproate
Cupriavidus	Cit	High	M00525	External	0	Lysine biosynthesis, acetyl-DAP pathway, aspartate => lysine
Cupriavidus	Cit	High	M00526	External	0	Lysine biosynthesis, DAP dehydrogenase pathway, aspartate => lysine
Cupriavidus	Cit	High	M00527	External	0	Lysine biosynthesis, DAP aminotransferase pathway, aspartate => lysine
Cupriavidus	Cit	High	M00535	External	0	Isoleucine biosynthesis, pyruvate => 2-oxobutanoate
Cupriavidus	Cit	High	M00555	External	0	Betaine biosynthesis, choline => betaine
Cupriavidus	Cit	High	M00568	External	0	Catechol ortho-cleavage, catechol => 3-oxoadipate
Cupriavidus	Cit	High	M00572	External	0	Pimeloyl-ACP biosynthesis, BioC-BioH pathway, malonyl-ACP => pimeloyl-ACP
Cupriavidus	Cit	High	M00577	External	0	Biotin biosynthesis, BioW pathway, pimelate => pimeloyl-CoA => biotin
Cupriavidus	Cit	High	M00866	External	0	KDO2-lipid A biosynthesis, Raetz pathway, non-LpxL-LpxM type
Cupriavidus	Cit	High	M00873	External	0	Fatty acid biosynthesis in mitochondria, animals
Cupriavidus	Cit	High	M00874	External	0	Fatty acid biosynthesis in mitochondria, fungi
Cupriavidus	Cit	High	M00880	External	0	Molybdenum cofactor biosynthesis, GTP => molybdenum cofactor
Cupriavidus	Cit	High	M00912	External	0	NAD biosynthesis, tryptophan => quinolinate => NAD
Cupriavidus	Cit	High	M00913	External	0	Pantothenate biosynthesis, 2-oxoisovalerate/spermine => pantothenate
Cupriavidus	Cit	Low	M00001	External	0	Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate
Cupriavidus	Cit	Low	M00002	External	0	Glycolysis, core module involving three-carbon compounds
Cupriavidus	Cit	Low	M00003	External	0	Gluconeogenesis, oxaloacetate => fructose-6P
Cupriavidus	Cit	Low	M00004	External	0	Pentose phosphate pathway (Pentose phosphate cycle)
Cupriavidus	Cit	Low	M00006	External	0	Pentose phosphate pathway, oxidative phase, glucose 6P => ribulose 5P
Cupriavidus	Cit	Low	M00007	External	0	Pentose phosphate pathway, non-oxidative phase, fructose 6P => ribose 5P
Cupriavidus	Cit	Low	M00008	External	0	Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate
Cupriavidus	Cit	Low	M00013	External	0	Malonate semialdehyde pathway, propanoyl-CoA => acetyl-CoA
Cupriavidus	Cit	Low	M00015	External	0	Proline biosynthesis, glutamate => proline
Cupriavidus	Cit	Low	M00016	External	0	Lysine biosynthesis, succinyl-DAP pathway, aspartate => lysine
Cupriavidus	Cit	Low	M00019	External	0	Valine/isoleucine biosynthesis, pyruvate => valine / 2-oxobutanoate => isoleucine
Cupriavidus	Cit	Low	M00022	External	0	Shikimate pathway, phosphoenolpyruvate + erythrose-4P => chorismate
Cupriavidus	Cit	Low	M00027	External	0	GABA (gamma-Aminobutyrate) shunt
Cupriavidus	Cit	Low	M00029	External	0	Urea cycle
Cupriavidus	Cit	Low	M00036	External	0	Leucine degradation, leucine => acetoacetate + acetyl-CoA
Cupriavidus	Cit	Low	M00060	External	0	KDO2-lipid A biosynthesis, Raetz pathway, LpxL-LpxM type
Cupriavidus	Cit	Low	M00064	External	0	ADP-L-glycero-D-manno-heptose biosynthesis
Cupriavidus	Cit	Low	M00082	External	0	Fatty acid biosynthesis, initiation
Cupriavidus	Cit	Low	M00083	External	0	Fatty acid biosynthesis, elongation
Cupriavidus	Cit	Low	M00087	External	0	beta-Oxidation
Cupriavidus	Cit	Low	M00088	External	0	Ketone body biosynthesis, acetyl-CoA => acetoacetate/3-hydroxybutyrate/acetone
Cupriavidus	Cit	Low	M00095	External	0	C5 isoprenoid biosynthesis, mevalonate pathway
Cupriavidus	Cit	Low	M00096	External	0	C5 isoprenoid biosynthesis, non-mevalonate pathway
Cupriavidus	Cit	Low	M00115	External	0	NAD biosynthesis, aspartate => quinolinate => NAD
Cupriavidus	Cit	Low	M00119	External	0	Pantothenate biosynthesis, valine/L-aspartate => pantothenate
Cupriavidus	Cit	Low	M00123	External	0	Biotin biosynthesis, pimeloyl-ACP/CoA => biotin
Cupriavidus	Cit	Low	M00124	External	0	Pyridoxal-P biosynthesis, erythrose-4P => pyridoxal-P
Cupriavidus	Cit	Low	M00135	External	0	GABA biosynthesis, eukaryotes, putrescine => GABA
Cupriavidus	Cit	Low	M00144	External	0	NADH:quinone oxidoreductase, prokaryotes
Cupriavidus	Cit	Low	M00165	External	0	Reductive pentose phosphate cycle (Calvin cycle)
Cupriavidus	Cit	Low	M00167	External	0	Reductive pentose phosphate cycle, glyceraldehyde-3P => ribulose-5P
Cupriavidus	Cit	Low	M00176	External	0	Assimilatory sulfate reduction, sulfate => H2S
Cupriavidus	Cit	Low	M00344	External	0	Formaldehyde assimilation, xylulose monophosphate pathway
Cupriavidus	Cit	Low	M00345	External	0	Formaldehyde assimilation, ribulose monophosphate pathway
Cupriavidus	Cit	Low	M00346	External	0	Formaldehyde assimilation, serine pathway
Cupriavidus	Cit	Low	M00357	External	0	Methanogenesis, acetate => methane
Cupriavidus	Cit	Low	M00373	External	0	Ethylmalonyl pathway
Cupriavidus	Cit	Low	M00374	External	0	Dicarboxylate-hydroxybutyrate cycle
Cupriavidus	Cit	Low	M00375	External	0	Hydroxypropionate-hydroxybutylate cycle
Cupriavidus	Cit	Low	M00432	External	0	Leucine biosynthesis, 2-oxoisovalerate => 2-oxoisocaproate
Cupriavidus	Cit	Low	M00525	External	0	Lysine biosynthesis, acetyl-DAP pathway, aspartate => lysine
Cupriavidus	Cit	Low	M00526	External	0	Lysine biosynthesis, DAP dehydrogenase pathway, aspartate => lysine
Cupriavidus	Cit	Low	M00527	External	0	Lysine biosynthesis, DAP aminotransferase pathway, aspartate => lysine
Cupriavidus	Cit	Low	M00529	External	0	Denitrification, nitrate => nitrogen
Cupriavidus	Cit	Low	M00530	External	0	Dissimilatory nitrate reduction, nitrate => ammonia
Cupriavidus	Cit	Low	M00535	External	0	Isoleucine biosynthesis, pyruvate => 2-oxobutanoate
Cupriavidus	Cit	Low	M00555	External	0	Betaine biosynthesis, choline => betaine
Cupriavidus	Cit	Low	M00568	External	0	Catechol ortho-cleavage, catechol => 3-oxoadipate
Cupriavidus	Cit	Low	M00570	External	0	Isoleucine biosynthesis, threonine => 2-oxobutanoate => isoleucine
Cupriavidus	Cit	Low	M00572	External	0	Pimeloyl-ACP biosynthesis, BioC-BioH pathway, malonyl-ACP => pimeloyl-ACP
Cupriavidus	Cit	Low	M00577	External	0	Biotin biosynthesis, BioW pathway, pimelate => pimeloyl-CoA => biotin
Cupriavidus	Cit	Low	M00844	External	0	Arginine biosynthesis, ornithine => arginine
Cupriavidus	Cit	Low	M00845	External	0	Arginine biosynthesis, glutamate => acetylcitrulline => arginine
Cupriavidus	Cit	Low	M00849	External	0	C5 isoprenoid biosynthesis, mevalonate pathway, archaea
Cupriavidus	Cit	Low	M00866	External	0	KDO2-lipid A biosynthesis, Raetz pathway, non-LpxL-LpxM type
Cupriavidus	Cit	Low	M00873	External	0	Fatty acid biosynthesis in mitochondria, animals
Cupriavidus	Cit	Low	M00874	External	0	Fatty acid biosynthesis in mitochondria, fungi
Cupriavidus	Cit	Low	M00880	External	0	Molybdenum cofactor biosynthesis, GTP => molybdenum cofactor
Cupriavidus	Cit	Low	M00912	External	0	NAD biosynthesis, tryptophan => quinolinate => NAD
Cupriavidus	Cit	Low	M00913	External	0	Pantothenate biosynthesis, 2-oxoisovalerate/spermine => pantothenate
Cupriavidus	FBP	High	M00001	External	0	Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate
Cupriavidus	FBP	High	M00002	External	0	Glycolysis, core module involving three-carbon compounds
Cupriavidus	FBP	High	M00003	External	0	Gluconeogenesis, oxaloacetate => fructose-6P
Cupriavidus	FBP	High	M00004	External	0	Pentose phosphate pathway (Pentose phosphate cycle)
Cupriavidus	FBP	High	M00006	External	0	Pentose phosphate pathway, oxidative phase, glucose 6P => ribulose 5P
Cupriavidus	FBP	High	M00007	External	0	Pentose phosphate pathway, non-oxidative phase, fructose 6P => ribose 5P
Cupriavidus	FBP	High	M00008	External	0	Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate
Cupriavidus	FBP	High	M00013	External	0	Malonate semialdehyde pathway, propanoyl-CoA => acetyl-CoA
Cupriavidus	FBP	High	M00015	External	0	Proline biosynthesis, glutamate => proline
Cupriavidus	FBP	High	M00016	External	0	Lysine biosynthesis, succinyl-DAP pathway, aspartate => lysine
Cupriavidus	FBP	High	M00019	External	0	Valine/isoleucine biosynthesis, pyruvate => valine / 2-oxobutanoate => isoleucine
Cupriavidus	FBP	High	M00022	External	0	Shikimate pathway, phosphoenolpyruvate + erythrose-4P => chorismate
Cupriavidus	FBP	High	M00027	External	0	GABA (gamma-Aminobutyrate) shunt
Cupriavidus	FBP	High	M00029	External	0	Urea cycle
Cupriavidus	FBP	High	M00036	External	0	Leucine degradation, leucine => acetoacetate + acetyl-CoA
Cupriavidus	FBP	High	M00049	External	0	Adenine ribonucleotide biosynthesis, IMP => ADP,ATP
Cupriavidus	FBP	High	M00050	External	0	Guanine ribonucleotide biosynthesis, IMP => GDP,GTP
Cupriavidus	FBP	High	M00060	External	0	KDO2-lipid A biosynthesis, Raetz pathway, LpxL-LpxM type
Cupriavidus	FBP	High	M00064	External	0	ADP-L-glycero-D-manno-heptose biosynthesis
Cupriavidus	FBP	High	M00082	External	0	Fatty acid biosynthesis, initiation
Cupriavidus	FBP	High	M00083	External	0	Fatty acid biosynthesis, elongation
Cupriavidus	FBP	High	M00087	External	0	beta-Oxidation
Cupriavidus	FBP	High	M00096	External	0	C5 isoprenoid biosynthesis, non-mevalonate pathway
Cupriavidus	FBP	High	M00115	External	0	NAD biosynthesis, aspartate => quinolinate => NAD
Cupriavidus	FBP	High	M00119	External	0	Pantothenate biosynthesis, valine/L-aspartate => pantothenate
Cupriavidus	FBP	High	M00123	External	0	Biotin biosynthesis, pimeloyl-ACP/CoA => biotin
Cupriavidus	FBP	High	M00124	External	0	Pyridoxal-P biosynthesis, erythrose-4P => pyridoxal-P
Cupriavidus	FBP	High	M00135	External	0	GABA biosynthesis, eukaryotes, putrescine => GABA
Cupriavidus	FBP	High	M00144	External	0	NADH:quinone oxidoreductase, prokaryotes
Cupriavidus	FBP	High	M00165	Internal	0	Reductive pentose phosphate cycle (Calvin cycle)
Cupriavidus	FBP	High	M00167	Internal	0	Reductive pentose phosphate cycle, glyceraldehyde-3P => ribulose-5P
Cupriavidus	FBP	High	M00176	External	0	Assimilatory sulfate reduction, sulfate => H2S
Cupriavidus	FBP	High	M00344	Internal	0	Formaldehyde assimilation, xylulose monophosphate pathway
Cupriavidus	FBP	High	M00345	Internal	0	Formaldehyde assimilation, ribulose monophosphate pathway
Cupriavidus	FBP	High	M00346	External	0	Formaldehyde assimilation, serine pathway
Cupriavidus	FBP	High	M00357	External	0	Methanogenesis, acetate => methane
Cupriavidus	FBP	High	M00432	External	0	Leucine biosynthesis, 2-oxoisovalerate => 2-oxoisocaproate
Cupriavidus	FBP	High	M00525	External	0	Lysine biosynthesis, acetyl-DAP pathway, aspartate => lysine
Cupriavidus	FBP	High	M00526	External	0	Lysine biosynthesis, DAP dehydrogenase pathway, aspartate => lysine
Cupriavidus	FBP	High	M00527	External	0	Lysine biosynthesis, DAP aminotransferase pathway, aspartate => lysine
Cupriavidus	FBP	High	M00529	External	0	Denitrification, nitrate => nitrogen
Cupriavidus	FBP	High	M00530	External	0	Dissimilatory nitrate reduction, nitrate => ammonia
Cupriavidus	FBP	High	M00535	External	0	Isoleucine biosynthesis, pyruvate => 2-oxobutanoate
Cupriavidus	FBP	High	M00568	External	0	Catechol ortho-cleavage, catechol => 3-oxoadipate
Cupriavidus	FBP	High	M00570	External	0	Isoleucine biosynthesis, threonine => 2-oxobutanoate => isoleucine
Cupriavidus	FBP	High	M00572	External	0	Pimeloyl-ACP biosynthesis, BioC-BioH pathway, malonyl-ACP => pimeloyl-ACP
Cupriavidus	FBP	High	M00577	External	0	Biotin biosynthesis, BioW pathway, pimelate => pimeloyl-CoA => biotin
Cupriavidus	FBP	High	M00745	External	0	Imipenem resistance, repression of porin OprD
Cupriavidus	FBP	High	M00844	External	0	Arginine biosynthesis, ornithine => arginine
Cupriavidus	FBP	High	M00845	External	0	Arginine biosynthesis, glutamate => acetylcitrulline => arginine
Cupriavidus	FBP	High	M00866	External	0	KDO2-lipid A biosynthesis, Raetz pathway, non-LpxL-LpxM type
Cupriavidus	FBP	High	M00873	External	0	Fatty acid biosynthesis in mitochondria, animals
Cupriavidus	FBP	High	M00874	External	0	Fatty acid biosynthesis in mitochondria, fungi
Cupriavidus	FBP	High	M00880	External	0	Molybdenum cofactor biosynthesis, GTP => molybdenum cofactor
Cupriavidus	FBP	High	M00912	External	0	NAD biosynthesis, tryptophan => quinolinate => NAD
